,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,issue_title,398,pycqa,astroid,rogalski,2017-02-05 12:56:12,This reverts commit 3e6ef99928137a396a6ee9c75351f4194b2471e8.,start issue,"Revert ""Fix namespace population when wildcard import is used (#397)"""
1,issue_closed,398,pycqa,astroid,rogalski,2017-02-05 12:57:41,,closed issue,"Revert ""Fix namespace population when wildcard import is used (#397)"""
2,pull_request_title,398,pycqa,astroid,rogalski,2017-02-05 12:56:12,This reverts commit 3e6ef99928137a396a6ee9c75351f4194b2471e8.,2c5fca58cbebc3964b1a384faece553d01e08d9c,"Revert ""Fix namespace population when wildcard import is used (#397)"""
3,pull_request_merged,398,pycqa,astroid,rogalski,2017-02-05 12:57:41,"Revert ""Fix namespace population when wildcard import is used (#397)""",9ee1f58ba91a52148829a781f3bfcff6f659139e,Pull request merge from rogalski/astroid:master to PyCQA/astroid:master
4,issue_comment,398,pycqa,astroid,coveralls,2017-02-05 12:59:43,"
[![Coverage Status](https://coveralls.io/builds/10001335/badge)](https://coveralls.io/builds/10001335)

Coverage decreased (-0.2%) to 89.107% when pulling **2c5fca58cbebc3964b1a384faece553d01e08d9c on rogalski:master** into **3e6ef99928137a396a6ee9c75351f4194b2471e8 on PyCQA:master**.
",,
5,issue_comment,398,pycqa,astroid,coveralls,2017-02-05 12:59:43,"
[![Coverage Status](https://coveralls.io/builds/10001335/badge)](https://coveralls.io/builds/10001335)

Coverage decreased (-0.2%) to 89.107% when pulling **2c5fca58cbebc3964b1a384faece553d01e08d9c on rogalski:master** into **3e6ef99928137a396a6ee9c75351f4194b2471e8 on PyCQA:master**.
",,
6,issue_comment,398,pycqa,astroid,coveralls,2017-02-05 12:59:43,"
[![Coverage Status](https://coveralls.io/builds/10001335/badge)](https://coveralls.io/builds/10001335)

Coverage decreased (-0.2%) to 89.107% when pulling **2c5fca58cbebc3964b1a384faece553d01e08d9c on rogalski:master** into **3e6ef99928137a396a6ee9c75351f4194b2471e8 on PyCQA:master**.
",,
7,issue_comment,398,pycqa,astroid,coveralls,2017-02-05 12:59:43,"
[![Coverage Status](https://coveralls.io/builds/10001335/badge)](https://coveralls.io/builds/10001335)

Coverage decreased (-0.2%) to 89.107% when pulling **2c5fca58cbebc3964b1a384faece553d01e08d9c on rogalski:master** into **3e6ef99928137a396a6ee9c75351f4194b2471e8 on PyCQA:master**.
",,
8,pull_request_commit,398,pycqa,astroid,rogalski,2017-02-05 12:55:49,"Revert ""Fix namespace population when wildcard import is used (#397)""

This reverts commit 3e6ef99928137a396a6ee9c75351f4194b2471e8.",2c5fca58cbebc3964b1a384faece553d01e08d9c,
0,issue_title,402,pycqa,astroid,rogalski,2017-02-08 20:37:54,Needed for PyCQA/pylint#1320,start issue,Fix metaclass detection when multiple keyword arguments are used in ClassDef
1,issue_closed,402,pycqa,astroid,PCManticore,2017-02-09 07:55:59,,closed issue,Fix metaclass detection when multiple keyword arguments are used in ClassDef
2,pull_request_title,402,pycqa,astroid,rogalski,2017-02-08 20:37:54,Needed for PyCQA/pylint#1320,d7ca7e88e697c5aa94265f07cf966d48201f77d6,Fix metaclass detection when multiple keyword arguments are used in ClassDef
3,pull_request_merged,402,pycqa,astroid,PCManticore,2017-02-09 07:55:59,Fix metaclass detection when multiple keyword arguments are used in ClassDef,563031aaf13a44adc8db4f8d0ab8020d550aae00,Pull request merge from rogalski/astroid:fix_metaclass_when_multiple_keywords to PyCQA/astroid:master
4,issue_comment,402,pycqa,astroid,coveralls,2017-02-08 20:43:08,"
[![Coverage Status](https://coveralls.io/builds/10061482/badge)](https://coveralls.io/builds/10061482)

Coverage remained the same at 89.304% when pulling **d7ca7e88e697c5aa94265f07cf966d48201f77d6 on rogalski:fix_metaclass_when_multiple_keywords** into **9ee1f58ba91a52148829a781f3bfcff6f659139e on PyCQA:master**.
",,
5,issue_comment,402,pycqa,astroid,coveralls,2017-02-08 20:43:08,"
[![Coverage Status](https://coveralls.io/builds/10061482/badge)](https://coveralls.io/builds/10061482)

Coverage remained the same at 89.304% when pulling **d7ca7e88e697c5aa94265f07cf966d48201f77d6 on rogalski:fix_metaclass_when_multiple_keywords** into **9ee1f58ba91a52148829a781f3bfcff6f659139e on PyCQA:master**.
",,
6,pull_request_commit_comment,402,pycqa,astroid,PCManticore,2017-02-09 07:55:18,"Ah, wonder how the tests were passing.",d7ca7e88e697c5aa94265f07cf966d48201f77d6,"(5, '', u'astroid/rebuilder.py')"
7,pull_request_commit,402,pycqa,astroid,rogalski,2017-02-08 20:34:46,Add failing test,2f0f32abb1b7d336f1823dead2f3f94975928a81,
8,pull_request_commit,402,pycqa,astroid,rogalski,2017-02-08 20:35:49,rebuilder: fix metaclass detection when multiple keywords are used in ClassDef,74daf09a0131b31a2dda95d8ea011192cd9cd9fb,
9,pull_request_commit,402,pycqa,astroid,rogalski,2017-02-08 20:37:04,Add changeling entry,d7ca7e88e697c5aa94265f07cf966d48201f77d6,
0,issue_title,400,pycqa,astroid,rogalski,2017-02-07 21:49:58,Fixes #399.,start issue,Asynchronous comprehensions
1,issue_closed,400,pycqa,astroid,rogalski,2017-03-01 18:47:31,,closed issue,Asynchronous comprehensions
2,pull_request_title,400,pycqa,astroid,rogalski,2017-02-07 21:49:58,Fixes #399.,714abcc4758ff2120a0824533a2d075a8a57da69,Asynchronous comprehensions
3,pull_request_merged,400,pycqa,astroid,rogalski,2017-03-01 18:47:31,Asynchronous comprehensions,bf3d6876c310b39d045f6338ec8b93d2b1967072,Pull request merge from rogalski/astroid:async_comprehensions to PyCQA/astroid:master
4,issue_comment,400,pycqa,astroid,coveralls,2017-02-07 21:54:01,"
[![Coverage Status](https://coveralls.io/builds/10042723/badge)](https://coveralls.io/builds/10042723)

Coverage decreased (-2.03%) to 87.275% when pulling **edee41c6ffbc7fddbfada91b7d0b069a46b6d648 on rogalski:async_comprehensions** into **9ee1f58ba91a52148829a781f3bfcff6f659139e on PyCQA:master**.
",,
