,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,issue_title,90,pycqa,astroid,pylint-bot,2015-04-16 09:13:56,"Originally reported by: **Claudiu Popa (BitBucket: [PCManticore](http://bitbucket.org/PCManticore), GitHub: @PCManticore)**

---

We could try to understand this:

```
#!python

from astroid.builder import AstroidBuilder as ab
b = ab()
node = b.string_build('''
f = (1, 2, 3)[1:]
''')
f = node['f']
print(f.infered()) # yields YES instead of Tuple
```

---
- Bitbucket: https://bitbucket.org/logilab/astroid/issue/90
",start issue,"Slices of list, tuples etc are the same type"
1,issue_closed,90,pycqa,astroid,pylint-bot,2015-12-09 05:53:18,,closed issue,"Slices of list, tuples etc are the same type"
2,issue_comment,90,pycqa,astroid,pylint-bot,2015-08-20 21:25:32,"_Original comment by_ **Claudiu Popa (BitBucket: [PCManticore](http://bitbucket.org/PCManticore), GitHub: @PCManticore)**:

---

Duplicate of #137.
",,
0,issue_title,92,pycqa,astroid,pylint-bot,2015-04-16 10:17:43,"Originally reported by: **Claudiu Popa (BitBucket: [PCManticore](http://bitbucket.org/PCManticore), GitHub: @PCManticore)**

---

We could understand the return value of a lambda or a function, where the value is nothing but the vararg of the function, if we have a context and a callcontext at our disposal. For instance, this code should yield (1, 2, 3), not [] as it is right now.

```
#!python

from astroid.builder import AstroidBuilder as ab
b = ab()
n = b.string_build('''
a = lambda *args: args
f = a(1, 2, 3)
''')
f = n['f']
print(next(f.infer()).elts) # returns []
```

---
- Bitbucket: https://bitbucket.org/logilab/astroid/issue/92
",start issue,Understand lambda *args: args
1,issue_closed,92,pycqa,astroid,pylint-bot,2015-12-09 05:53:20,,closed issue,Understand lambda *args: args
2,issue_comment,92,pycqa,astroid,pylint-bot,2015-04-16 08:18:07,"_Original comment by_ **Claudiu Popa (BitBucket: [PCManticore](http://bitbucket.org/PCManticore), GitHub: @PCManticore)**:

---

This will fix a false positive with this code:

```
#!python

from decimal import Decimal
d = Decimal(2)
a, b, c = d.as_tuple()

```

Pylint will emit an unbalanced-tuple-unpacking here, because it infers the fact that as_tuple returns an empty tuple.
",,
3,issue_comment,92,pycqa,astroid,pylint-bot,2015-09-10 22:02:25,"_Original comment by_ **Claudiu Popa (BitBucket: [PCManticore](http://bitbucket.org/PCManticore), GitHub: @PCManticore)**:

---

Fixed by 0b422f439e36682228646743fe1891b08ab49295
",,
0,issue_title,95,pycqa,astroid,pylint-bot,2015-04-16 12:05:32,"Originally reported by: **Claudiu Popa (BitBucket: [PCManticore](http://bitbucket.org/PCManticore), GitHub: @PCManticore)**

---

This is just an idea. When trying to infer the parameters of a function, if there is no context available, we could try to  look in the function docstring for additional inference input.
The most used documentation formats already provides type hints:
- http://sphinx-doc.org/domains.html#info-field-lists
- http://epydoc.sourceforge.net/manual-fields.html
- https://github.com/numpy/numpy/blob/master/doc/HOWTO_DOCUMENT.rst.txt

Currently, the inference doesn't work very good in a function if there is no call context attached to the context object, so many errors are omitted for those functions.

---
- Bitbucket: https://bitbucket.org/logilab/astroid/issue/95
",start issue,Type inference based on documentation hints?
1,issue_closed,95,pycqa,astroid,PCManticore,2016-01-24 22:46:47,,closed issue,Type inference based on documentation hints?
2,issue_comment,95,pycqa,astroid,PCManticore,2016-01-24 22:46:47,"This will make no sense after we'll have PEP 484 support, so closing.
",,
