,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,issue_title,148,aio-libs,aioredis,pyup-bot,2016-09-27 12:10:55,"hiredis is not pinned to a specific version.

I'm pinning it to the latest version **0.2.0** for now.
### Changelog

> ### 0.2.0
> - Allow usage of setuptools
> - Upgrade to latest hiredis including basic Windows support
> - Expose hiredis maxbuf settings in python
> ### 0.1.6
> - Updated with hiredis 0.12.1 — now only uses Redis parser, not entire library (30).
> ### 0.1.5
> - Fix memory leak when many reader instances are created (see 26).
> ### 0.1.4
> - Allow any buffer compatible object as argument to feed (see 22).
> ### 0.1.3
> - Allow `protocolError` and `replyError` to be any type of callable (see 21).
> ### 0.1.2
> - Upgrade hiredis to 0.11.0 to support deeply nested multi bulk replies.

_Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you._

Happy merging! 🤖
",start issue,Pin hiredis to latest version 0.2.0
1,issue_closed,148,aio-libs,aioredis,asvetlov,2016-09-27 13:12:49,,closed issue,Pin hiredis to latest version 0.2.0
2,pull_request_title,148,aio-libs,aioredis,pyup-bot,2016-09-27 12:10:55,"hiredis is not pinned to a specific version.

I'm pinning it to the latest version **0.2.0** for now.
### Changelog

> ### 0.2.0
> - Allow usage of setuptools
> - Upgrade to latest hiredis including basic Windows support
> - Expose hiredis maxbuf settings in python
> ### 0.1.6
> - Updated with hiredis 0.12.1 — now only uses Redis parser, not entire library (30).
> ### 0.1.5
> - Fix memory leak when many reader instances are created (see 26).
> ### 0.1.4
> - Allow any buffer compatible object as argument to feed (see 22).
> ### 0.1.3
> - Allow `protocolError` and `replyError` to be any type of callable (see 21).
> ### 0.1.2
> - Upgrade hiredis to 0.11.0 to support deeply nested multi bulk replies.

_Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you._

Happy merging! 🤖
",c0bf0d30be957cd6868dbb59e4820bb436024259,Pin hiredis to latest version 0.2.0
3,issue_comment,148,aio-libs,aioredis,coveralls,2016-09-27 13:08:27,"[![Coverage Status](https://coveralls.io/builds/8071124/badge)](https://coveralls.io/builds/8071124)

Coverage remained the same at 97.181% when pulling **c0bf0d30be957cd6868dbb59e4820bb436024259 on pyup-pin-hiredis-0.2.0** into **636c2131bca0178603f1563823c4bf880eacd5da on master**.
",,
4,issue_comment,148,aio-libs,aioredis,coveralls,2016-09-27 13:08:27,"[![Coverage Status](https://coveralls.io/builds/8071124/badge)](https://coveralls.io/builds/8071124)

Coverage remained the same at 97.181% when pulling **c0bf0d30be957cd6868dbb59e4820bb436024259 on pyup-pin-hiredis-0.2.0** into **636c2131bca0178603f1563823c4bf880eacd5da on master**.
",,
5,pull_request_commit,148,aio-libs,aioredis,pyup-bot,2016-09-27 12:10:54,Pin hiredis to latest version 0.2.0,c0bf0d30be957cd6868dbb59e4820bb436024259,
0,issue_title,149,aio-libs,aioredis,pyup-bot,2016-09-27 12:11:29,"pytest-cov is not pinned to a specific version.

I'm pinning it to the latest version **2.3.1** for now.
### Changelog

> ### 2.3.1
> ---
> - Fixed regression causing spurious errors when xdist was used. See `124
>   &lt;https://github.com/pytest-dev/pytest-cov/issues/124&gt;`_.
> - Fixed DeprecationWarning about incorrect `addoption` use. Contributed by Florian Bruhin in `PR127
>   &lt;https://github.com/pytest-dev/pytest-cov/pull/127&gt;`_.
> - Fixed deprecated use of funcarg fixture API. Contributed by Daniel Hahler in `PR125
>   &lt;https://github.com/pytest-dev/pytest-cov/pull/125&gt;`_.
> ### 2.3.0
> ---
> - Add support for specifying output location for html, xml, and annotate report.
>   Contributed by Patrick Lannigan in `PR113 &lt;https://github.com/pytest-dev/pytest-cov/pull/113&gt;`_.
> - Fix bug hiding test failure when cov-fail-under failed.
> - For coverage &gt;= 4.0, match the default behaviour of `coverage report` and
>   error if coverage fails to find the source instead of just printing a warning.
>   Contributed by David Szotten in `PR116 &lt;https://github.com/pytest-dev/pytest-cov/pull/116&gt;`_.
> - Fixed bug occurred when bare `--cov` parameter was used with xdist.
>   Contributed by Michael Elovskikh in `PR120 &lt;https://github.com/pytest-dev/pytest-cov/pull/120&gt;`_.
> - Add support for `skip_covered` and added `--cov-report=term-skip-covered` command
>   line options. Contributed by Saurabh Kumar in `PR115 &lt;https://github.com/pytest-dev/pytest-cov/pull/115&gt;`_.
> ### 2.2.1
> ---
> - Fixed incorrect merging of coverage data when xdist was used and coverage was `&gt;= 4.0`.
> ### 2.2.0
> ---
> - Added support for changing working directory in tests. Previously changing working
>   directory would disable coverage measurements in suprocesses.
> - Fixed broken handling for `--cov-report=annotate`.
> ### 2.1.0
> ---
> - Added support for `coverage 4.0b2`.
> - Added the `--cov-append` command line options. Contributed by Christian Ledermann
>   in `PR80 &lt;https://github.com/pytest-dev/pytest-cov/pull/80&gt;`_.
> ### 2.0.0
> ---
> - Added `--cov-fail-under`, akin to the new `fail_under` option in `coverage-4.0`
>   (automatically activated if there&#39;s a `[report] fail_under = ...` in `.coveragerc`).
> - Changed `--cov-report=term` to automatically upgrade to `--cov-report=term-missing`
>   if there&#39;s `[run] show_missing = True` in `.coveragerc`.
> - Changed `--cov` so it can be used with no path argument (in wich case the source
>   settings from `.coveragerc` will be used instead).
> - Fixed `.pth` installation to work in all cases (install, easy_install, wheels, develop etc).
> - Fixed `.pth` uninstallation to work for wheel installs.
> - Support for coverage 4.0.
> - Data file suffixing changed to use coverage&#39;s `data_suffix=True` option (instead of the
>   custom suffixing).
> - Avoid warning about missing coverage data (just like `coverage.control.process_startup`).
> - Fixed a race condition when running with xdist (all the workers tried to combine the files).
>   It&#39;s possible that this issue is not present in `pytest-cov 1.8.X`.
> ### 1.8.2
> ---
> - N/A

_Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you._

Happy merging! 🤖
",start issue,Pin pytest-cov to latest version 2.3.1
1,issue_closed,149,aio-libs,aioredis,asvetlov,2016-09-27 13:36:07,,closed issue,Pin pytest-cov to latest version 2.3.1
2,pull_request_title,149,aio-libs,aioredis,pyup-bot,2016-09-27 12:11:29,"pytest-cov is not pinned to a specific version.

I'm pinning it to the latest version **2.3.1** for now.
### Changelog

> ### 2.3.1
> ---
> - Fixed regression causing spurious errors when xdist was used. See `124
>   &lt;https://github.com/pytest-dev/pytest-cov/issues/124&gt;`_.
> - Fixed DeprecationWarning about incorrect `addoption` use. Contributed by Florian Bruhin in `PR127
>   &lt;https://github.com/pytest-dev/pytest-cov/pull/127&gt;`_.
> - Fixed deprecated use of funcarg fixture API. Contributed by Daniel Hahler in `PR125
>   &lt;https://github.com/pytest-dev/pytest-cov/pull/125&gt;`_.
> ### 2.3.0
> ---
> - Add support for specifying output location for html, xml, and annotate report.
>   Contributed by Patrick Lannigan in `PR113 &lt;https://github.com/pytest-dev/pytest-cov/pull/113&gt;`_.
> - Fix bug hiding test failure when cov-fail-under failed.
> - For coverage &gt;= 4.0, match the default behaviour of `coverage report` and
>   error if coverage fails to find the source instead of just printing a warning.
>   Contributed by David Szotten in `PR116 &lt;https://github.com/pytest-dev/pytest-cov/pull/116&gt;`_.
> - Fixed bug occurred when bare `--cov` parameter was used with xdist.
>   Contributed by Michael Elovskikh in `PR120 &lt;https://github.com/pytest-dev/pytest-cov/pull/120&gt;`_.
> - Add support for `skip_covered` and added `--cov-report=term-skip-covered` command
>   line options. Contributed by Saurabh Kumar in `PR115 &lt;https://github.com/pytest-dev/pytest-cov/pull/115&gt;`_.
> ### 2.2.1
> ---
> - Fixed incorrect merging of coverage data when xdist was used and coverage was `&gt;= 4.0`.
> ### 2.2.0
> ---
> - Added support for changing working directory in tests. Previously changing working
>   directory would disable coverage measurements in suprocesses.
> - Fixed broken handling for `--cov-report=annotate`.
> ### 2.1.0
> ---
> - Added support for `coverage 4.0b2`.
> - Added the `--cov-append` command line options. Contributed by Christian Ledermann
>   in `PR80 &lt;https://github.com/pytest-dev/pytest-cov/pull/80&gt;`_.
> ### 2.0.0
> ---
> - Added `--cov-fail-under`, akin to the new `fail_under` option in `coverage-4.0`
>   (automatically activated if there&#39;s a `[report] fail_under = ...` in `.coveragerc`).
> - Changed `--cov-report=term` to automatically upgrade to `--cov-report=term-missing`
>   if there&#39;s `[run] show_missing = True` in `.coveragerc`.
> - Changed `--cov` so it can be used with no path argument (in wich case the source
>   settings from `.coveragerc` will be used instead).
> - Fixed `.pth` installation to work in all cases (install, easy_install, wheels, develop etc).
> - Fixed `.pth` uninstallation to work for wheel installs.
> - Support for coverage 4.0.
> - Data file suffixing changed to use coverage&#39;s `data_suffix=True` option (instead of the
>   custom suffixing).
> - Avoid warning about missing coverage data (just like `coverage.control.process_startup`).
> - Fixed a race condition when running with xdist (all the workers tried to combine the files).
>   It&#39;s possible that this issue is not present in `pytest-cov 1.8.X`.
> ### 1.8.2
> ---
> - N/A

_Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you._

Happy merging! 🤖
",6d5dc9ed79fb879d44e8920eee9ad96677687e2e,Pin pytest-cov to latest version 2.3.1
3,pull_request_merged,149,aio-libs,aioredis,asvetlov,2016-09-27 13:36:07,Pin pytest-cov to latest version 2.3.1,bd1a58f4b1dc255ed799aa066bf16ce6cc50f2ef,Pull request merge from aio-libs/aioredis:pyup-pin-pytest-cov-2.3.1 to aio-libs/aioredis:master
