,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,issue_title,301,aio-libs,aioredis,honzasp,2017-10-09 13:10:33,Addresses issue #292,start issue,Use call_soon() when closing in conn._read_data()
1,issue_closed,301,aio-libs,aioredis,popravich,2017-10-09 19:30:06,,closed issue,Use call_soon() when closing in conn._read_data()
2,pull_request_title,301,aio-libs,aioredis,honzasp,2017-10-09 13:10:33,Addresses issue #292,12da31a1bab9065a8d33fb03f697bea7b211ffa2,Use call_soon() when closing in conn._read_data()
3,pull_request_merged,301,aio-libs,aioredis,popravich,2017-10-09 19:30:06,Use call_soon() when closing in conn._read_data(),4b2d4ec63fab3e19423fdb7f63f7059d9618a607,Pull request merge from honzasp/aioredis:master to aio-libs/aioredis:master
4,issue_comment,301,aio-libs,aioredis,codecov[bot],2017-10-09 14:53:49,"# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/301?src=pr&el=h1) Report
> Merging [#301](https://codecov.io/gh/aio-libs/aioredis/pull/301?src=pr&el=desc) into [master](https://codecov.io/gh/aio-libs/aioredis/commit/059c74f907fdc39e3f4fbc62bfeea9edc47416d3?src=pr&el=desc) will **increase** coverage by `0.01%`.
> The diff coverage is `n/a`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/301/graphs/tree.svg?height=150&token=THCDhqngRB&src=pr&width=650)](https://codecov.io/gh/aio-libs/aioredis/pull/301?src=pr&el=tree)

```diff
@@            Coverage Diff             @@
##           master     #301      +/-   ##
==========================================
+ Coverage   96.83%   96.84%   +0.01%     
==========================================
  Files          59       59              
  Lines        7553     7553              
  Branches      599      599              
==========================================
+ Hits         7314     7315       +1     
- Misses        174      175       +1     
+ Partials       65       63       -2
```


| [Impacted Files](https://codecov.io/gh/aio-libs/aioredis/pull/301?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [tests/sentinel\_failover\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/301?src=pr&el=tree#diff-dGVzdHMvc2VudGluZWxfZmFpbG92ZXJfdGVzdC5weQ==) | `87.21% <0%> (+0.75%)` | :arrow_up: |

------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/301?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/301?src=pr&el=footer). Last update [059c74f...12da31a](https://codecov.io/gh/aio-libs/aioredis/pull/301?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",,
5,issue_comment,301,aio-libs,aioredis,popravich,2017-10-09 19:30:13,Thanks,,
6,pull_request_commit,301,aio-libs,aioredis,honzasp,2017-10-09 13:07:46,"Use call_soon() when closing in conn._read_data()

Addresses issue #292",12da31a1bab9065a8d33fb03f697bea7b211ffa2,
0,issue_title,297,aio-libs,aioredis,pyup-bot,2017-10-04 21:05:58,"
There's a new version of [pytest](https://pypi.python.org/pypi/pytest) available.
You are currently using **3.2.2**. I have updated it to **3.2.3**



These links might come in handy:  <a href=""https://pypi.python.org/pypi/pytest"">PyPI</a> | <a href=""https://pyup.io/changelogs/pytest/"">Changelog</a> | <a href=""https://github.com/pytest-dev/pytest/issues"">Repo</a> | <a href=""http://pytest.org"">Homepage</a> 



### Changelog
> 
>### 3.2.3

>=========================

>Bug Fixes
>---------

>- Fix crash in tab completion when no prefix is given. (`2748
>  &lt;https://github.com/pytest-dev/pytest/issues/2748&gt;`_)

>- The equality checking function (``__eq__``) of ``MarkDecorator`` returns
>  ``False`` if one object is not an instance of ``MarkDecorator``. (`2758
>  &lt;https://github.com/pytest-dev/pytest/issues/2758&gt;`_)

>- When running ``pytest --fixtures-per-test``: don&#39;t crash if an item has no
>  _fixtureinfo attribute (e.g. doctests) (`2788
>  &lt;https://github.com/pytest-dev/pytest/issues/2788&gt;`_)


>Improved Documentation
>----------------------

>- In help text of ``-k`` option, add example of using ``not`` to not select
>  certain tests whose names match the provided expression. (`1442
>  &lt;https://github.com/pytest-dev/pytest/issues/1442&gt;`_)

>- Add note in ``parametrize.rst`` about calling ``metafunc.parametrize``
>  multiple times. (`1548 &lt;https://github.com/pytest-dev/pytest/issues/1548&gt;`_)


>Trivial/Internal Changes
>------------------------

>- Set ``xfail_strict=True`` in pytest&#39;s own test suite to catch expected
>  failures as soon as they start to pass. (`2722
>  &lt;https://github.com/pytest-dev/pytest/issues/2722&gt;`_)

>- Fix typo in example of passing a callable to markers (in example/markers.rst)
>  (`2765 &lt;https://github.com/pytest-dev/pytest/issues/2765&gt;`_)








*Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you.*

Happy merging! 🤖
",start issue,Update pytest to 3.2.3
1,issue_closed,297,aio-libs,aioredis,popravich,2017-10-09 19:31:19,,closed issue,Update pytest to 3.2.3
2,pull_request_title,297,aio-libs,aioredis,pyup-bot,2017-10-04 21:05:58,"
There's a new version of [pytest](https://pypi.python.org/pypi/pytest) available.
You are currently using **3.2.2**. I have updated it to **3.2.3**



These links might come in handy:  <a href=""https://pypi.python.org/pypi/pytest"">PyPI</a> | <a href=""https://pyup.io/changelogs/pytest/"">Changelog</a> | <a href=""https://github.com/pytest-dev/pytest/issues"">Repo</a> | <a href=""http://pytest.org"">Homepage</a> 



### Changelog
> 
>### 3.2.3

>=========================

>Bug Fixes
>---------

>- Fix crash in tab completion when no prefix is given. (`2748
>  &lt;https://github.com/pytest-dev/pytest/issues/2748&gt;`_)

>- The equality checking function (``__eq__``) of ``MarkDecorator`` returns
>  ``False`` if one object is not an instance of ``MarkDecorator``. (`2758
>  &lt;https://github.com/pytest-dev/pytest/issues/2758&gt;`_)

>- When running ``pytest --fixtures-per-test``: don&#39;t crash if an item has no
>  _fixtureinfo attribute (e.g. doctests) (`2788
>  &lt;https://github.com/pytest-dev/pytest/issues/2788&gt;`_)


>Improved Documentation
>----------------------

>- In help text of ``-k`` option, add example of using ``not`` to not select
>  certain tests whose names match the provided expression. (`1442
>  &lt;https://github.com/pytest-dev/pytest/issues/1442&gt;`_)

>- Add note in ``parametrize.rst`` about calling ``metafunc.parametrize``
>  multiple times. (`1548 &lt;https://github.com/pytest-dev/pytest/issues/1548&gt;`_)


>Trivial/Internal Changes
>------------------------

>- Set ``xfail_strict=True`` in pytest&#39;s own test suite to catch expected
>  failures as soon as they start to pass. (`2722
>  &lt;https://github.com/pytest-dev/pytest/issues/2722&gt;`_)

>- Fix typo in example of passing a callable to markers (in example/markers.rst)
>  (`2765 &lt;https://github.com/pytest-dev/pytest/issues/2765&gt;`_)








*Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you.*

Happy merging! 🤖
",35a21e142af3828766a2e724198f7aede21bc75b,Update pytest to 3.2.3
