,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,issue_title,430,idan,oauthlib,richardasaurus,2016-07-08 14:00:42,,start issue,Run tests against python 3.6 dev
1,issue_closed,430,idan,oauthlib,thedrow,2016-11-24 15:54:12,,closed issue,Run tests against python 3.6 dev
2,pull_request_title,430,idan,oauthlib,richardasaurus,2016-07-08 14:00:42,,c598b6ca27da7eaf743717421325a72d8b7a8380,Run tests against python 3.6 dev
3,pull_request_merged,430,idan,oauthlib,thedrow,2016-11-24 15:54:12,Run tests against python 3.6 dev,8aed781d118baeb6b34d0546ca001b62b93e83a5,Pull request merge from richardasaurus/oauthlib:patch-1 to idan/oauthlib:master
4,issue_comment,430,idan,oauthlib,thedrow,2016-11-24 15:54:16,Thanks!,,
5,pull_request_commit,430,idan,oauthlib,richardasaurus,2016-07-08 14:00:33,Run tests against python 3.6,bed9ecce5171810aa1c59d16c31a27571e1f1965,
6,pull_request_commit,430,idan,oauthlib,richardasaurus,2016-07-08 14:04:27,Update tox.ini,6eca23db3492411f139ba405195d8b19e5052418,
7,pull_request_commit,430,idan,oauthlib,richardasaurus,2016-07-08 14:06:53,Update tox.ini,c598b6ca27da7eaf743717421325a72d8b7a8380,
0,issue_title,442,idan,oauthlib,mistermocha,2016-10-21 21:36:02,"self.rsa_key is printing out another secret! This should be scrubbed from **repr**
",start issue,scrubbing rsa_key from __repr__
1,issue_closed,442,idan,oauthlib,thedrow,2016-11-24 15:51:47,,closed issue,scrubbing rsa_key from __repr__
2,pull_request_title,442,idan,oauthlib,mistermocha,2016-10-21 21:36:02,"self.rsa_key is printing out another secret! This should be scrubbed from **repr**
",ce756e750141b28ac55ea46219b7b3bacc73a2c1,scrubbing rsa_key from __repr__
3,pull_request_merged,442,idan,oauthlib,thedrow,2016-11-24 15:51:47,scrubbing rsa_key from __repr__,3bac2e23d0fed1a0f0ffa9b0d9f5fb9e174e6e51,Pull request merge from mistermocha/oauthlib:master to idan/oauthlib:master
4,issue_comment,442,idan,oauthlib,thedrow,2016-11-24 15:51:51,Thanks!,,
5,pull_request_commit,442,idan,oauthlib,mistermocha,2016-10-21 21:34:25,scrubbing rsa_key from __repr__,ce756e750141b28ac55ea46219b7b3bacc73a2c1,
0,issue_title,447,idan,oauthlib,seyriz,2016-11-15 07:38:10,"Error Info : TypeError
I using Flask-Oauthlib.Oauth2Provider for Oauth2 server.
the request.scope in ` oauthlib.oauth2.rfc6749
.AuthorizationEndpoint.validate_authorization_request()`  IS ALWAYS None.
that  `if ""openid"" in request.scopes:` line in ` oauthlib.oauth2.rfc6749.grant_types.openid_connect.AuthCodeGrantDispatcher._handler_for_request()` raise TypeError: argument of type 'NoneType' is not iterable. 
to avoid this error, 
 fix `oauthlib.oauth2.rfc6749.grant_types.openid_connect.AuthCodeGrantDispatcher._handler_for_request() `
``` python
    def _handler_for_request(self, request):
        handler = self.default_auth_grant

        if and ""openid"" in request.scopes:
            handler = self.oidc_auth_grant

        log.debug('Selecting handler for request %r.', handler)
        return handler
```

to
``` python
    def _handler_for_request(self, request):
        handler = self.default_auth_grant

        if request.scopes is not None and ""openid"" in request.scopes:
            handler = self.oidc_auth_grant

        log.debug('Selecting handler for request %r.', handler)
        return handler
```",start issue,request.scopes is always None.
1,issue_closed,447,idan,oauthlib,thedrow,2016-11-24 15:48:26,,closed issue,request.scopes is always None.
2,issue_comment,447,idan,oauthlib,thedrow,2016-11-24 15:48:25,Try the new version.,,
