,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
1,issue_title,217,nilearn,nilearn,chrisfilo,2014-06-18 21:49:40,"I just rerun the OASIS VBM example and the GLM map looks quite different from the one that is on the website.
",start issue,OASIS VBM example gives different results from the website
2,issue_closed,217,nilearn,nilearn,VirgileFritsch,2014-06-20 10:01:36,,closed issue,OASIS VBM example gives different results from the website
3,issue_comment,217,nilearn,nilearn,GaelVaroquaux,2014-06-19 05:16:09,"Cc @VirgileFritsch 
",,
4,issue_comment,217,nilearn,nilearn,GaelVaroquaux,2014-06-19 15:51:44,"> @AlexandreAbraham could you regenerate the examples of the website when you
> have time please?
> If it solves the problem I close the issue. Thanks.

There is more to it: the number of detections has significantly dropped.
That worries me a bit.
",,
5,issue_comment,217,nilearn,nilearn,GaelVaroquaux,2014-06-19 15:59:09,"> Yes, but I think the correct version is the one of master.

Do you know what changed?
",,
6,issue_comment,217,nilearn,nilearn,GaelVaroquaux,2014-06-19 16:17:48,"> So the bug appeared at the time I turned the F-test into a t-test.
> There should not be any difference unless I corrected something at that
> time.

Could it be something related to the fact that a t-test is signed and not
an F-test. For instance in a max-stats correction procedure, the max
should be taken on the abs of the statistic. Also, when thresholding, the
threshold is applied on the abs of the statistic.
",,
7,issue_comment,217,nilearn,nilearn,GaelVaroquaux,2014-06-19 16:59:33,"> I found the bug.
> It is because when a two-sided test is made, the absolute value of the t-stat
> is not taken for the original scores...

Good job!
",,
0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
1,issue_title,208,nilearn,nilearn,GaelVaroquaux,2014-06-16 14:05:01,"We need:
- A generic 'plot_img'
- plot_anat
- plot_stat_map
- plot_roi
- plot_epi
- _plot_img_with_bg that reused in plot_stat_map and plot_roi
",start issue,Usage-specific plotting functions
2,issue_closed,208,nilearn,nilearn,GaelVaroquaux,2014-06-17 09:14:07,,closed issue,Usage-specific plotting functions
3,issue_comment,208,nilearn,nilearn,GaelVaroquaux,2014-06-17 09:14:07,"Closing as fixed by @chrisfilo
",,
0,rectype,issueid,project_owner,project_name,actor,time,text,action,title
1,issue_title,192,nilearn,nilearn,VirgileFritsch,2014-04-29 09:32:50,"This PR introduces covariates fetching for the Localizer dataset.

Miscellaneous subject characteristics are available in two separate CSV files that can be downloaded on brainomics website (http://http://brainomics.cea.fr/localizer). They are now fetched together with images and put in the Bunch object that comes out of the downloader.

The covariates are not used yet in the examples, so there is no publicly-available use-case for it.

One caveat is that we need to ship the CSV files into the nilearn/tests/data directory in order to have the tests pass. Once again, this is a Nilearn issue that will be solved independently of this PR.
",start issue,[ENH] Localizer and covariates
2,issue_closed,192,nilearn,nilearn,GaelVaroquaux,2014-06-17 15:23:10,,closed issue,[ENH] Localizer and covariates
3,pull_request_title,192,nilearn,nilearn,VirgileFritsch,2014-04-29 09:32:50,"This PR introduces covariates fetching for the Localizer dataset.

Miscellaneous subject characteristics are available in two separate CSV files that can be downloaded on brainomics website (http://http://brainomics.cea.fr/localizer). They are now fetched together with images and put in the Bunch object that comes out of the downloader.

The covariates are not used yet in the examples, so there is no publicly-available use-case for it.

One caveat is that we need to ship the CSV files into the nilearn/tests/data directory in order to have the tests pass. Once again, this is a Nilearn issue that will be solved independently of this PR.
",7429cc8986a88eb63c4a1b37ec2c09a2b424a4c8,[ENH] Localizer and covariates
4,pull_request_merged,192,nilearn,nilearn,GaelVaroquaux,2014-06-17 15:23:10,[ENH] Localizer and covariates,111af752e14ec69389457a056b47d2b08f49540c,Pull request merge from VirgileFritsch/nilearn:localizer_covariates to nilearn/nilearn:master
5,issue_comment,192,nilearn,nilearn,GaelVaroquaux,2014-05-20 17:08:44,"Two general remarks (beyond the pandas one):
- What's the goal for these (as they are not used in an example)?
- Why fixing the CSV files in another PR?
",,
6,issue_comment,192,nilearn,nilearn,GaelVaroquaux,2014-05-21 07:07:05,"> There is no precise goal for having these variates except that it was easy
> to add them (basically, one more line) and that they can be useful to
> someone wanting to work with the full localizer dataset.

OK, let's go with merging this guy, but this is really not how we work.
We need to be always example driven in order to make the right choices
for the APIs. Here, it is especially important, as there is no equivalent
dataset included: we are introducing a new type of information, so we
need to know how to organize it.
",,
7,issue_comment,192,nilearn,nilearn,GaelVaroquaux,2014-05-21 09:27:24,"> I can write/modify an example if you think it is better.

Ideally yes, and ideally in a way that's meaningful to an end user (at
least as much as possible).
",,
8,issue_comment,192,nilearn,nilearn,GaelVaroquaux,2014-06-17 09:20:54,"One remark on the docstring of the example, and one on style in datasets.py (usage of the '+' operator on strings and lists. But aside these 2 remarks, this PR can be merged. Congratulations and thank you!
",,
9,issue_comment,192,nilearn,nilearn,GaelVaroquaux,2014-06-17 15:23:17,"Merged! Thanks
",,
10,issue_comment,192,nilearn,nilearn,VirgileFritsch,2014-04-29 09:34:38,"@bthirion We agreed on the fact that this was not a priority, but since I did it for my personal use, I thought that it was not much work to send a PR. Hope you do not mind.
",,
