,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,issue_title,274,idan,oauthlib,DavidMuller,2014-09-29 16:21:35,"According to the oauthlib docs, the [Resource Owner Password Credentials Grant](http://oauthlib.readthedocs.org/en/latest/oauth2/grants/password.html) should _optionally_ return a refresh token.  

Returning a refresh token for this flow, however, is hard-baked into oauthlib--as far as I can tell, it is not optional...see [`resource_owner_password_credentials.py` line 108](https://github.com/idan/oauthlib/blob/master/oauthlib/oauth2/rfc6749/grant_types/resource_owner_password_credentials.py#L108). 
",start issue,Optional Refresh Token for Resource Owner Password Credentials Grant 
1,issue_closed,274,idan,oauthlib,ib-lundgren,2014-10-01 12:58:56,,closed issue,Optional Refresh Token for Resource Owner Password Credentials Grant 
2,issue_comment,274,idan,oauthlib,DavidMuller,2014-09-29 21:37:11,"See the following PR: https://github.com/idan/oauthlib/pull/275 
",,
3,issue_comment,274,idan,oauthlib,ib-lundgren,2014-10-01 12:58:56,"Nicely spotted and thanks for the PR :)
",,
0,issue_title,275,idan,oauthlib,DavidMuller,2014-09-29 21:34:53,"Currently, oauthlib does not allow `refresh_token` to be generated optionally for a Resource Owner Password Credential Grant.  

This pull request brings oauthlib up to date with its own docs for the [Resource Owner Password Credential Grant](https://oauthlib.readthedocs.org/en/latest/oauth2/grants/password.html) by allowing the `refresh_token` to be generated optionally.  Specifically:
- I added the keyword argument`refresh_token=True` to the `ResourceOwnerPasswordCredentialsGrant` to govern whether or not a `refresh_token` is generated
- Update the `ResourceOwnerPasswordCredentialsGrant` class's `__init__` docstring to reflect the change
- Add a corresponding test in `test_resource_owner_password.py`
",start issue,Resource owner password credential grant optional refresh token
1,issue_closed,275,idan,oauthlib,ib-lundgren,2014-10-01 12:58:21,,closed issue,Resource owner password credential grant optional refresh token
2,pull_request_title,275,idan,oauthlib,DavidMuller,2014-09-29 21:34:53,"Currently, oauthlib does not allow `refresh_token` to be generated optionally for a Resource Owner Password Credential Grant.  

This pull request brings oauthlib up to date with its own docs for the [Resource Owner Password Credential Grant](https://oauthlib.readthedocs.org/en/latest/oauth2/grants/password.html) by allowing the `refresh_token` to be generated optionally.  Specifically:
- I added the keyword argument`refresh_token=True` to the `ResourceOwnerPasswordCredentialsGrant` to govern whether or not a `refresh_token` is generated
- Update the `ResourceOwnerPasswordCredentialsGrant` class's `__init__` docstring to reflect the change
- Add a corresponding test in `test_resource_owner_password.py`
",2e4e232ade206962b7979e7c0299d7ff0cd4ad41,Resource owner password credential grant optional refresh token
3,pull_request_merged,275,idan,oauthlib,ib-lundgren,2014-10-01 12:58:21,Resource owner password credential grant optional refresh token,feb7b2387f4ddcc6b53e0b5fcf60b7b1567f8c26,Pull request merge from Unknown:resource_owner_password_credential_grant_optional_refresh_token to idan/oauthlib:master
4,issue_comment,275,idan,oauthlib,ib-lundgren,2014-10-01 12:58:19,"Very nice work :)
",,
5,pull_request_commit,275,idan,oauthlib,dmuller@guidebook.com,2014-09-29 20:57:50,Add refresh_token keyword arg,3ed13c7e3ce2b9d8e5e66776ceb6487c88303f7a,
6,pull_request_commit,275,idan,oauthlib,dmuller@guidebook.com,2014-09-29 20:58:39,create/don't create refresh_token based on self.refresh_token,ae21c1f92aed9f6d0e589cafe3dcdc86fe692d6b,
7,pull_request_commit,275,idan,oauthlib,dmuller@guidebook.com,2014-09-29 21:08:48,Test ResourceOwnerPasswordCredentialsGrant generates no refresh token,6dee915acf998c5fbc18d7a342dc9ca570127dfa,
8,pull_request_commit,275,idan,oauthlib,dmuller@guidebook.com,2014-09-29 21:27:39,Add docstring for ResourceOwnerPasswordCredentialsGrant __init__,2e4e232ade206962b7979e7c0299d7ff0cd4ad41,
