,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,issue_title,220,aio-libs,aioredis,pyup-bot,2017-05-09 20:51:30,"
There's a new version of [pytest-cov](https://pypi.python.org/pypi/pytest-cov) available.
You are currently using **2.4.0**. I have updated it to **2.5.0**



These links might come in handy:  <a href=""https://pypi.python.org/pypi/pytest-cov"">PyPI</a> | <a href=""https://pyup.io/changelogs/pytest-cov/"">Changelog</a> | <a href=""https://github.com/pytest-dev/pytest-cov"">Repo</a> 



### Changelog
> 
>### 2.5.0

>------------------

>* Always show a summary when ``--cov-fail-under`` is used. Contributed by Francis Niu in `PR141
>  &lt;https://github.com/pytest-dev/pytest-cov/pull/141&gt;`_.
>* Added ``--cov-branch`` option. Fixes `85 &lt;https://github.com/pytest-dev/pytest-cov/issues/85&gt;`_.
>* Improve exception handling in subprocess setup. Fixes `144 &lt;https://github.com/pytest-dev/pytest-cov/issues/144&gt;`_.
>* Fixed handling when ``--cov`` is used multiple times. Fixes `151 &lt;https://github.com/pytest-dev/pytest-cov/issues/151&gt;`_.







*Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you.*

Happy merging! 🤖
",start issue,Update pytest-cov to 2.5.0
1,issue_closed,220,aio-libs,aioredis,pyup-bot,2017-05-11 22:36:37,,closed issue,Update pytest-cov to 2.5.0
2,pull_request_title,220,aio-libs,aioredis,pyup-bot,2017-05-09 20:51:30,"
There's a new version of [pytest-cov](https://pypi.python.org/pypi/pytest-cov) available.
You are currently using **2.4.0**. I have updated it to **2.5.0**



These links might come in handy:  <a href=""https://pypi.python.org/pypi/pytest-cov"">PyPI</a> | <a href=""https://pyup.io/changelogs/pytest-cov/"">Changelog</a> | <a href=""https://github.com/pytest-dev/pytest-cov"">Repo</a> 



### Changelog
> 
>### 2.5.0

>------------------

>* Always show a summary when ``--cov-fail-under`` is used. Contributed by Francis Niu in `PR141
>  &lt;https://github.com/pytest-dev/pytest-cov/pull/141&gt;`_.
>* Added ``--cov-branch`` option. Fixes `85 &lt;https://github.com/pytest-dev/pytest-cov/issues/85&gt;`_.
>* Improve exception handling in subprocess setup. Fixes `144 &lt;https://github.com/pytest-dev/pytest-cov/issues/144&gt;`_.
>* Fixed handling when ``--cov`` is used multiple times. Fixes `151 &lt;https://github.com/pytest-dev/pytest-cov/issues/151&gt;`_.







*Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you.*

Happy merging! 🤖
",f3545a9316d7e3e8d88e1a7d480064b8a6f8184f,Update pytest-cov to 2.5.0
3,issue_comment,220,aio-libs,aioredis,codecov-io,2017-05-10 01:07:13,"# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/220?src=pr&el=h1) Report
> Merging [#220](https://codecov.io/gh/aio-libs/aioredis/pull/220?src=pr&el=desc) into [master](https://codecov.io/gh/aio-libs/aioredis/commit/d566f0ac4364b8765a87146542702495b682de88?src=pr&el=desc) will **not change** coverage.
> The diff coverage is `n/a`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/220/graphs/tree.svg?token=THCDhqngRB&src=pr&height=150&width=650)](https://codecov.io/gh/aio-libs/aioredis/pull/220?src=pr&el=tree)

```diff
@@           Coverage Diff           @@
##           master     #220   +/-   ##
=======================================
  Coverage   85.12%   85.12%           
=======================================
  Files          55       55           
  Lines        7366     7366           
  Branches      624      624           
=======================================
  Hits         6270     6270           
  Misses        994      994           
  Partials      102      102
```



------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/220?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/220?src=pr&el=footer). Last update [d566f0a...f3545a9](https://codecov.io/gh/aio-libs/aioredis/pull/220?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",,
4,issue_comment,220,aio-libs,aioredis,pyup-bot,2017-05-11 22:36:37,Closing this in favor of #223,,
5,pull_request_commit,220,aio-libs,aioredis,pyup-bot,2017-05-09 20:51:29,Update pytest-cov from 2.4.0 to 2.5.0,f3545a9316d7e3e8d88e1a7d480064b8a6f8184f,
0,issue_title,223,aio-libs,aioredis,pyup-bot,2017-05-11 22:36:31,"
There's a new version of [pytest-cov](https://pypi.python.org/pypi/pytest-cov) available.
You are currently using **2.4.0**. I have updated it to **2.5.1**



These links might come in handy:  <a href=""https://pypi.python.org/pypi/pytest-cov"">PyPI</a> | <a href=""https://pyup.io/changelogs/pytest-cov/"">Changelog</a> | <a href=""https://github.com/pytest-dev/pytest-cov"">Repo</a> 



### Changelog
> 
>### 2.5.1

>------------------

>* Fixed xdist breakage (regression in ``2.5.0``).
>  Fixes `157 &lt;https://github.com/pytest-dev/pytest-cov/issues/157&gt;`_.
>* Allow setting custom ``data_file`` name in ``.coveragerc``.
>  Fixes `145 &lt;https://github.com/pytest-dev/pytest-cov/issues/145&gt;`_.
>  Contributed by Jannis Leidel &amp; Ionel Cristian Mărieș in
>  `156 &lt;https://github.com/pytest-dev/pytest-cov/pull/156&gt;`_.



>### 2.5.0

>------------------

>* Always show a summary when ``--cov-fail-under`` is used. Contributed by Francis Niu in `PR141
>  &lt;https://github.com/pytest-dev/pytest-cov/pull/141&gt;`_.
>* Added ``--cov-branch`` option. Fixes `85 &lt;https://github.com/pytest-dev/pytest-cov/issues/85&gt;`_.
>* Improve exception handling in subprocess setup. Fixes `144 &lt;https://github.com/pytest-dev/pytest-cov/issues/144&gt;`_.
>* Fixed handling when ``--cov`` is used multiple times. Fixes `151 &lt;https://github.com/pytest-dev/pytest-cov/issues/151&gt;`_.







*Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you.*

Happy merging! 🤖
",start issue,Update pytest-cov to 2.5.1
1,issue_closed,223,aio-libs,aioredis,popravich,2017-05-13 14:55:49,,closed issue,Update pytest-cov to 2.5.1
2,pull_request_title,223,aio-libs,aioredis,pyup-bot,2017-05-11 22:36:31,"
There's a new version of [pytest-cov](https://pypi.python.org/pypi/pytest-cov) available.
You are currently using **2.4.0**. I have updated it to **2.5.1**



These links might come in handy:  <a href=""https://pypi.python.org/pypi/pytest-cov"">PyPI</a> | <a href=""https://pyup.io/changelogs/pytest-cov/"">Changelog</a> | <a href=""https://github.com/pytest-dev/pytest-cov"">Repo</a> 



### Changelog
> 
>### 2.5.1

>------------------

>* Fixed xdist breakage (regression in ``2.5.0``).
>  Fixes `157 &lt;https://github.com/pytest-dev/pytest-cov/issues/157&gt;`_.
>* Allow setting custom ``data_file`` name in ``.coveragerc``.
>  Fixes `145 &lt;https://github.com/pytest-dev/pytest-cov/issues/145&gt;`_.
>  Contributed by Jannis Leidel &amp; Ionel Cristian Mărieș in
>  `156 &lt;https://github.com/pytest-dev/pytest-cov/pull/156&gt;`_.



>### 2.5.0

>------------------

>* Always show a summary when ``--cov-fail-under`` is used. Contributed by Francis Niu in `PR141
>  &lt;https://github.com/pytest-dev/pytest-cov/pull/141&gt;`_.
>* Added ``--cov-branch`` option. Fixes `85 &lt;https://github.com/pytest-dev/pytest-cov/issues/85&gt;`_.
>* Improve exception handling in subprocess setup. Fixes `144 &lt;https://github.com/pytest-dev/pytest-cov/issues/144&gt;`_.
>* Fixed handling when ``--cov`` is used multiple times. Fixes `151 &lt;https://github.com/pytest-dev/pytest-cov/issues/151&gt;`_.







*Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you.*

Happy merging! 🤖
",de13058e3aa3f3ecabe673aaf0e458759bd1b301,Update pytest-cov to 2.5.1
3,pull_request_commit,223,aio-libs,aioredis,pyup-bot,2017-05-11 22:36:30,Update pytest-cov from 2.4.0 to 2.5.1,de13058e3aa3f3ecabe673aaf0e458759bd1b301,
0,issue_title,222,aio-libs,aioredis,popravich,2017-05-11 12:50:00,,start issue,Updates to tests
1,issue_closed,222,aio-libs,aioredis,popravich,2017-05-11 14:29:04,,closed issue,Updates to tests
2,pull_request_title,222,aio-libs,aioredis,popravich,2017-05-11 12:50:00,,480a2ea7a0afffdcbfbb4d7dd66b9293d70b6df9,Updates to tests
3,pull_request_merged,222,aio-libs,aioredis,popravich,2017-05-11 14:29:04,Updates to tests,05e6f92a18e6bedb66d628f95d983c447920b1a5,Pull request merge from aio-libs/aioredis:tests to aio-libs/aioredis:master
