,rectype,issueid,project_owner,project_name,actor,time,text,action,title
0,issue_title,360,pycqa,astroid,moylop260,2016-08-23 20:01:09,"### Fixes / new features
- https://github.com/PyCQA/astroid/issues/358
- old version of setuptools
  
  ``` bash
  $ python -c ""from setuptools import __version__ as setuptools_version;from sys import version_info as py_version;print 'py_version', py_version;print 'setuptools_version', setuptools_version""
  py_version sys.version_info(major=2, minor=7, micro=10, releaselevel='final', serial=0)
  setuptools_version 1.1.6
  
  $ pip install --upgrade git+https://github.com/moylop260/astroid.git@6760ea
  Successfully installed astroid-1.5.0
  ```
- new version of setuptools
  
  ``` bash
  $ python -c ""from setuptools import __version__ as setuptools_version;from sys import version_info as py_version;print 'py_version', py_version;print 'setuptools_version', setuptools_version""
  py_version sys.version_info(major=2, minor=7, micro=10, releaselevel='final', serial=0)
  setuptools_version 26.0.0
  py_version sys.version_info(major=2, minor=7, micro=10, releaselevel='final', serial=0)
  setuptools_version 26.0.0
  
  $ pip install --upgrade git+https://github.com/moylop260/astroid.git@6760ea
  Successfully installed astroid-1.5.0
  ```
",start issue,[REF] package: Compatibility with old version of setuptools
1,issue_closed,360,pycqa,astroid,PCManticore,2016-09-02 07:36:22,,closed issue,[REF] package: Compatibility with old version of setuptools
2,pull_request_title,360,pycqa,astroid,moylop260,2016-08-23 20:01:09,"### Fixes / new features
- https://github.com/PyCQA/astroid/issues/358
- old version of setuptools
  
  ``` bash
  $ python -c ""from setuptools import __version__ as setuptools_version;from sys import version_info as py_version;print 'py_version', py_version;print 'setuptools_version', setuptools_version""
  py_version sys.version_info(major=2, minor=7, micro=10, releaselevel='final', serial=0)
  setuptools_version 1.1.6
  
  $ pip install --upgrade git+https://github.com/moylop260/astroid.git@6760ea
  Successfully installed astroid-1.5.0
  ```
- new version of setuptools
  
  ``` bash
  $ python -c ""from setuptools import __version__ as setuptools_version;from sys import version_info as py_version;print 'py_version', py_version;print 'setuptools_version', setuptools_version""
  py_version sys.version_info(major=2, minor=7, micro=10, releaselevel='final', serial=0)
  setuptools_version 26.0.0
  py_version sys.version_info(major=2, minor=7, micro=10, releaselevel='final', serial=0)
  setuptools_version 26.0.0
  
  $ pip install --upgrade git+https://github.com/moylop260/astroid.git@6760ea
  Successfully installed astroid-1.5.0
  ```
",a12e314a9cf16add9e72bc3bb9df62fdc765015e,[REF] package: Compatibility with old version of setuptools
3,pull_request_merged,360,pycqa,astroid,PCManticore,2016-09-02 07:36:22,[REF] package: Compatibility with old version of setuptools,9979615030d97cbe26bb64e005f7dd83012f013d,Pull request merge from moylop260/astroid:master-setuptools-compatibility-moy to PyCQA/astroid:master
4,issue_comment,360,pycqa,astroid,coveralls,2016-08-23 20:17:37,"[![Coverage Status](https://coveralls.io/builds/7575155/badge)](https://coveralls.io/builds/7575155)

Coverage decreased (-1.8%) to 87.303% when pulling **6760eacb48c4a003dd6148feaa48f69a32966872 on moylop260:master-setuptools-compatibility-moy** into **8ec025fa36c9c627bcdd6da7fab56271731d47eb on PyCQA:master**.
",,
5,issue_comment,360,pycqa,astroid,coveralls,2016-08-23 20:17:37,"[![Coverage Status](https://coveralls.io/builds/7575155/badge)](https://coveralls.io/builds/7575155)

Coverage decreased (-1.8%) to 87.303% when pulling **6760eacb48c4a003dd6148feaa48f69a32966872 on moylop260:master-setuptools-compatibility-moy** into **8ec025fa36c9c627bcdd6da7fab56271731d47eb on PyCQA:master**.
",,
6,issue_comment,360,pycqa,astroid,coveralls,2016-08-23 20:57:49,"[![Coverage Status](https://coveralls.io/builds/7575866/badge)](https://coveralls.io/builds/7575866)

Coverage decreased (-3.8%) to 85.342% when pulling **8e2420741c4aa21935fd7158163dbd33e37a73e7 on moylop260:master-setuptools-compatibility-moy** into **8ec025fa36c9c627bcdd6da7fab56271731d47eb on PyCQA:master**.
",,
7,issue_comment,360,pycqa,astroid,coveralls,2016-08-23 21:06:13,"[![Coverage Status](https://coveralls.io/builds/7576005/badge)](https://coveralls.io/builds/7576005)

Coverage decreased (-1.0%) to 88.132% when pulling **d394ab7c428dd4087c8d25bd119fbd32d633e63d on moylop260:master-setuptools-compatibility-moy** into **8ec025fa36c9c627bcdd6da7fab56271731d47eb on PyCQA:master**.
",,
8,issue_comment,360,pycqa,astroid,coveralls,2016-08-23 21:06:13,"[![Coverage Status](https://coveralls.io/builds/7576005/badge)](https://coveralls.io/builds/7576005)

Coverage decreased (-1.0%) to 88.132% when pulling **d394ab7c428dd4087c8d25bd119fbd32d633e63d on moylop260:master-setuptools-compatibility-moy** into **8ec025fa36c9c627bcdd6da7fab56271731d47eb on PyCQA:master**.
",,
9,issue_comment,360,pycqa,astroid,coveralls,2016-08-23 21:22:15,"[![Coverage Status](https://coveralls.io/builds/7576307/badge)](https://coveralls.io/builds/7576307)

Coverage decreased (-3.8%) to 85.342% when pulling **9e0f719956732e9fcff183ed94bc38d9d972ef71 on moylop260:master-setuptools-compatibility-moy** into **8ec025fa36c9c627bcdd6da7fab56271731d47eb on PyCQA:master**.
",,
10,issue_comment,360,pycqa,astroid,PCManticore,2016-08-24 20:26:12,"Looks good. Check those two small comments I've left and we are good to go. Thank you.
",,
11,pull_request_commit_comment,360,pycqa,astroid,The-Compiler,2016-08-23 20:10:55,"You can't just compare strings:

```
>>> '3.0.0' < '21.0.0'
False
```

See what [pytest does](https://github.com/pytest-dev/pytest/blob/master/setup.py#L44) here.
",a12e314a9cf16add9e72bc3bb9df62fdc765015e,"(None, '', u'astroid/__pkginfo__.py')"
12,pull_request_commit_comment,360,pycqa,astroid,moylop260,2016-08-23 20:45:45,"Excellent code!
Thanks for feedback

Fixed
",a12e314a9cf16add9e72bc3bb9df62fdc765015e,"(None, '', u'astroid/__pkginfo__.py')"
13,pull_request_commit_comment,360,pycqa,astroid,jayvdb,2016-08-23 22:40:54,"The acceptable setuptools version for `python_version` is 3.3 according to https://gsnedders.github.io/python-marker-test/results.html
",a12e314a9cf16add9e72bc3bb9df62fdc765015e,"(None, '', u'astroid/__pkginfo__.py')"
14,pull_request_commit_comment,360,pycqa,astroid,moylop260,2016-08-23 23:38:44," @jayvdb I don't understand your point.
Could you help me to clarify?
",a12e314a9cf16add9e72bc3bb9df62fdc765015e,"(None, '', u'astroid/__pkginfo__.py')"
15,pull_request_commit_comment,360,pycqa,astroid,jayvdb,2016-08-23 23:42:53,"setuptools 3.3 is sufficient for the environment marker ""`python_version`"", so you can use
`setuptools_version < (3, 3)`
",a12e314a9cf16add9e72bc3bb9df62fdc765015e,"(None, '', u'astroid/__pkginfo__.py')"
16,pull_request_commit_comment,360,pycqa,astroid,moylop260,2016-08-24 03:01:59,"@jayvdb Thanks for clarify

I added (new commit) the following comment:

> The first known release to support environment marker with range operators
>     it is 17.1, see: https://setuptools.readthedocs.io/en/latest/history.html#id113

It is important the **range operators** because we are using a range with `python_version<""3.4""`
",a12e314a9cf16add9e72bc3bb9df62fdc765015e,"(None, '', u'astroid/__pkginfo__.py')"
17,pull_request_commit_comment,360,pycqa,astroid,PCManticore,2016-08-24 20:24:58,"Why does this have to be moved?
",a12e314a9cf16add9e72bc3bb9df62fdc765015e,"(4, '', u'.travis.yml')"
18,pull_request_commit_comment,360,pycqa,astroid,PCManticore,2016-08-24 20:25:30,"What exception is this expected to raise?
",a12e314a9cf16add9e72bc3bb9df62fdc765015e,"(None, '', u'astroid/__pkginfo__.py')"
19,pull_request_commit_comment,360,pycqa,astroid,moylop260,2016-08-24 20:29:01,"We need validate that works with current travis setuptools version and with newest setuptools version.
Then, we need execute the tests without a `pip -U` (old version) and run the tests again after a `pip -U` (new version)

``` bash
# test with old setuptools version:
python -m tox -e coverage-erase,$TOXENV

# Update newest setuptools version:
$PYTHON_EXE -m pip install -U setuptools

# test with newest setuptools version:
python -m tox -e coverage-erase,$TOXENV
```
",a12e314a9cf16add9e72bc3bb9df62fdc765015e,"(4, '', u'.travis.yml')"
20,pull_request_commit_comment,360,pycqa,astroid,moylop260,2016-08-24 20:31:05,"I don't have the real case
I just used a similar code from: https://github.com/pytest-dev/pytest/blob/7538680c/setup.py#L45-L46
",a12e314a9cf16add9e72bc3bb9df62fdc765015e,"(None, '', u'astroid/__pkginfo__.py')"
21,pull_request_commit_comment,360,pycqa,astroid,PCManticore,2016-08-24 20:34:56,"But why? Now I actually noticed what is happening, this doubles the tests we are running just for testing with older setuptools versions?! Sorry this makes no sense whatsoever.
",a12e314a9cf16add9e72bc3bb9df62fdc765015e,"(4, '', u'.travis.yml')"
22,pull_request_commit_comment,360,pycqa,astroid,PCManticore,2016-08-24 20:35:46,"I am pretty sure then this can be simplified. You can try to investigate what errors parse_version is supposed to raise and catch only those, for instance.
",a12e314a9cf16add9e72bc3bb9df62fdc765015e,"(None, '', u'astroid/__pkginfo__.py')"
23,pull_request_commit_comment,360,pycqa,astroid,moylop260,2016-08-24 21:18:04,"You are right!
We don't need run the tests 2 times.
I changed for just test the installation of the package without errors.
",a12e314a9cf16add9e72bc3bb9df62fdc765015e,"(4, '', u'.travis.yml')"
24,pull_request_commit_comment,360,pycqa,astroid,moylop260,2016-08-24 21:19:24,"I investigated but I don't found nothing and I tested with many versions of setuptools without a error.
Maybe is a unnecessary global `except`
I removed it and If we find a new issue we could add the explicit except.
",a12e314a9cf16add9e72bc3bb9df62fdc765015e,"(None, '', u'astroid/__pkginfo__.py')"
25,pull_request_commit,360,pycqa,astroid,moylop260,2016-08-23 20:00:43,[REF] package: Compatibility with old version of setuptools,6760eacb48c4a003dd6148feaa48f69a32966872,
26,pull_request_commit,360,pycqa,astroid,moylop260,2016-08-23 20:44:12,[REF] pkginfo: Using pkg_resources.parse_version,8e2420741c4aa21935fd7158163dbd33e37a73e7,
27,pull_request_commit,360,pycqa,astroid,moylop260,2016-08-23 20:51:57,[REF] travis: Add test for current setuptools version in travis and new one,d394ab7c428dd4087c8d25bd119fbd32d633e63d,
28,pull_request_commit,360,pycqa,astroid,moylop260,2016-08-23 21:09:08,[REF] pkginfo: Add first known release version to support environment marker with range operators,9e0f719956732e9fcff183ed94bc38d9d972ef71,
29,pull_request_commit,360,pycqa,astroid,moylop260,2016-08-24 21:17:07,[REF] Avoid run test 2 times and remove unnecesary except,a12e314a9cf16add9e72bc3bb9df62fdc765015e,
0,issue_title,359,pycqa,astroid,moylop260,2016-08-22 19:41:32,"Add `__init__.__version__` [pep standard](https://www.python.org/dev/peps/pep-0008/#module-level-dunder-names)
To run: `python -c ""import astroid;print astroid.__version__""`

Add bumpversion utility to auto-change the standard version value `{major.minor.patch}` in `__version__py` and `__package__.py` files using the command:
`bumpversion [major | minor | patch]`

Example running `bumpversion patch` the diff is:

``` patch
$ git diff
diff --git a/.bumpversion.cfg b/.bumpversion.cfg
index 35ab2ea..94f4554 100644
--- a/.bumpversion.cfg
+++ b/.bumpversion.cfg
@@ -1,5 +1,5 @@
 [bumpversion]
-current_version = 1.5.0
+current_version = 1.5.1
 commit = False
 tag = False

diff --git a/astroid/__init__.py b/astroid/__init__.py
index 61294e3..123710e 100644
--- a/astroid/__init__.py
+++ b/astroid/__init__.py
@@ -30,7 +30,7 @@ Main modules are:
 * builder contains the class responsible to build astroid trees
 """"""

-__version__ = 1.5.0
+__version__ = 1.5.1

 import os
 import sys
diff --git a/astroid/__pkginfo__.py b/astroid/__pkginfo__.py
index ec0150b..c656692 100644
--- a/astroid/__pkginfo__.py
+++ b/astroid/__pkginfo__.py
@@ -10,7 +10,7 @@ distname = 'astroid'

 modname = 'astroid'

-version = '1.5.0'
+version = '1.5.1'
 numversion = tuple(map(int, version.split('.')))

 extras_require = {}

```
",start issue,[IMP] bumpversion: Add utility
1,issue_closed,359,pycqa,astroid,PCManticore,2016-08-24 20:01:07,,closed issue,[IMP] bumpversion: Add utility
2,pull_request_title,359,pycqa,astroid,moylop260,2016-08-22 19:41:32,"Add `__init__.__version__` [pep standard](https://www.python.org/dev/peps/pep-0008/#module-level-dunder-names)
To run: `python -c ""import astroid;print astroid.__version__""`

Add bumpversion utility to auto-change the standard version value `{major.minor.patch}` in `__version__py` and `__package__.py` files using the command:
`bumpversion [major | minor | patch]`

Example running `bumpversion patch` the diff is:

``` patch
$ git diff
diff --git a/.bumpversion.cfg b/.bumpversion.cfg
index 35ab2ea..94f4554 100644
--- a/.bumpversion.cfg
+++ b/.bumpversion.cfg
@@ -1,5 +1,5 @@
 [bumpversion]
-current_version = 1.5.0
+current_version = 1.5.1
 commit = False
 tag = False

diff --git a/astroid/__init__.py b/astroid/__init__.py
index 61294e3..123710e 100644
--- a/astroid/__init__.py
+++ b/astroid/__init__.py
@@ -30,7 +30,7 @@ Main modules are:
 * builder contains the class responsible to build astroid trees
 """"""

-__version__ = 1.5.0
+__version__ = 1.5.1

 import os
 import sys
diff --git a/astroid/__pkginfo__.py b/astroid/__pkginfo__.py
index ec0150b..c656692 100644
--- a/astroid/__pkginfo__.py
+++ b/astroid/__pkginfo__.py
@@ -10,7 +10,7 @@ distname = 'astroid'

 modname = 'astroid'

-version = '1.5.0'
+version = '1.5.1'
 numversion = tuple(map(int, version.split('.')))

 extras_require = {}

```
",e671e1f4e1ed58a42b869acceb0f4b6c8edd238c,[IMP] bumpversion: Add utility
3,issue_comment,359,pycqa,astroid,coveralls,2016-08-23 19:49:51,"[![Coverage Status](https://coveralls.io/builds/7574729/badge)](https://coveralls.io/builds/7574729)

Coverage decreased (-0.6%) to 88.53% when pulling **e671e1f4e1ed58a42b869acceb0f4b6c8edd238c on moylop260:master-bumpversion-moy** into **8ec025fa36c9c627bcdd6da7fab56271731d47eb on PyCQA:master**.
",,
