"rectype","issueid","project_owner","project_name","actor","time","text","action","title"
"issue_title","240","aio-libs","aioredis","pfreixes","2017-06-07 14:55:00","Both factories to create a new pool and new connections allow to the
developer pass as a kw an alternative class. Developers can develop
their own pools or connection classes inheriting from the official one
and implementing ad-hoc functionalities.","start issue","Allow inject a pool class and connection class"
"issue_closed","240","aio-libs","aioredis","popravich","2017-06-09 12:02:06","","closed issue","Allow inject a pool class and connection class"
"pull_request_title","240","aio-libs","aioredis","pfreixes","2017-06-07 14:55:00","Both factories to create a new pool and new connections allow to the
developer pass as a kw an alternative class. Developers can develop
their own pools or connection classes inheriting from the official one
and implementing ad-hoc functionalities.","cdfe3863c89d8961ffa4acac32844915125bca87","Allow inject a pool class and connection class"
"pull_request_merged","240","aio-libs","aioredis","popravich","2017-06-09 12:02:06","Allow inject a pool class and connection class","83fcf0653c37739abcc4a71fc79b00789cfc5165","Pull request merge from pfreixes/aioredis:pool_class_connection_class to aio-libs/aioredis:master"
"issue_comment","240","aio-libs","aioredis","codecov-io","2017-06-07 15:30:43","# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=h1) Report
> Merging [#240](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=desc) into [master](https://codecov.io/gh/aio-libs/aioredis/commit/a9c386d525949bbd6d213e24b930ba0a102a1138?src=pr&el=desc) will **decrease** coverage by `0.03%`.
> The diff coverage is `100%`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/240/graphs/tree.svg?height=150&src=pr&token=THCDhqngRB&width=650)](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=tree)

```diff
@@            Coverage Diff             @@
##           master     #240      +/-   ##
==========================================
- Coverage   96.97%   96.93%   -0.04%     
==========================================
  Files          55       55              
  Lines        7492     7405      -87     
  Branches      625      584      -41     
==========================================
- Hits         7265     7178      -87     
- Misses        168      169       +1     
+ Partials       59       58       -1
```


| [Impacted Files](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [tests/pool\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=tree#diff-dGVzdHMvcG9vbF90ZXN0LnB5) | `98.29% <100%> (+0.05%)` | :arrow_up: |
| [tests/connection\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=tree#diff-dGVzdHMvY29ubmVjdGlvbl90ZXN0LnB5) | `100% <100%> (ø)` | :arrow_up: |
| [aioredis/sentinel/pool.py](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=tree#diff-YWlvcmVkaXMvc2VudGluZWwvcG9vbC5weQ==) | `86.66% <0%> (-3.47%)` | :arrow_down: |
| [tests/sentinel\_failover\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=tree#diff-dGVzdHMvc2VudGluZWxfZmFpbG92ZXJfdGVzdC5weQ==) | `87.96% <0%> (-0.76%)` | :arrow_down: |
| [aioredis/commands/pubsub.py](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvcHVic3ViLnB5) | `95.85% <0%> (-0.36%)` | :arrow_down: |
| [aioredis/sentinel/\_\_init\_\_.py](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=tree#diff-YWlvcmVkaXMvc2VudGluZWwvX19pbml0X18ucHk=) | `100% <0%> (ø)` | :arrow_up: |
| [examples/py34/connection.py](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=tree#diff-ZXhhbXBsZXMvcHkzNC9jb25uZWN0aW9uLnB5) | `93.18% <0%> (+0.11%)` | :arrow_up: |
| [aioredis/commands/server.py](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvc2VydmVyLnB5) | `85.23% <0%> (+1.34%)` | :arrow_up: |

------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=footer). Last update [a9c386d...cdfe386](https://codecov.io/gh/aio-libs/aioredis/pull/240?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
","",""
"issue_comment","240","aio-libs","aioredis","popravich","2017-06-09 12:02:09","Thanks","",""
"pull_request_commit_comment","240","aio-libs","aioredis","popravich","2017-06-09 09:36:09","You must check that `connection_cls` is subclass of `aioredis.abc.AbcConnection`.
Please add this check before opening connection otherwise (if check fails) you'd need to close reader/writer.","cdfe3863c89d8961ffa4acac32844915125bca87","(None, '', u'aioredis/connection.py')"
"pull_request_commit_comment","240","aio-libs","aioredis","popravich","2017-06-09 09:41:38","Also must check that `poo_cls` is a subclass of `abc.AbcPool`.","cdfe3863c89d8961ffa4acac32844915125bca87","(None, '', u'aioredis/pool.py')"
"pull_request_commit_comment","240","aio-libs","aioredis","pfreixes","2017-06-09 09:52:57","should I modify the `RedisConnection` ? to:

```
class RedisConnection(AbcConnection):
...
```","cdfe3863c89d8961ffa4acac32844915125bca87","(None, '', u'aioredis/connection.py')"
"pull_request_commit_comment","240","aio-libs","aioredis","popravich","2017-06-09 09:53:46","Oh, yes, thanks!","cdfe3863c89d8961ffa4acac32844915125bca87","(None, '', u'aioredis/connection.py')"
