"rectype","issueid","project_owner","project_name","actor","time","text","action","title"
"issue_title","50","nilearn","nilearn","AlexandreAbraham","2013-04-24 09:14:22","Compute_multi_epi_mask now offers to resample image. Fix issue #48 
Also changes parameters in masking functions to take mask as niimg instead of 3D ndarray.
","start issue","Multi mask resample"
"issue_closed","50","nilearn","nilearn","pgervais","2013-04-30 08:47:03","","closed issue","Multi mask resample"
"pull_request_title","50","nilearn","nilearn","AlexandreAbraham","2013-04-24 09:14:22","Compute_multi_epi_mask now offers to resample image. Fix issue #48 
Also changes parameters in masking functions to take mask as niimg instead of 3D ndarray.
","7051946b80ca0e76f41d44a44d520dcfac0f7e9b","Multi mask resample"
"pull_request_merged","50","nilearn","nilearn","pgervais","2013-04-30 08:47:03","Multi mask resample","135ca8bf7f2763e0457efd09ddd03a2a302718b5","Pull request merge from nilearn/nilearn:multi_mask_resample to nilearn/nilearn:master"
"issue_comment","50","nilearn","nilearn","GaelVaroquaux","2013-04-24 16:18:35","You'll have to have @pgervais review this PR, but to me it looks good.

Something important is that when designing these APIs, you should feel that they enable you to write clearer code in your research. That should be the tell-tale.
","",""
"pull_request_commit_comment","50","nilearn","nilearn","GaelVaroquaux","2013-04-24 15:43:12","Yup! Let's stick to a naming convention that all niimg objects and with '_img'. Thanks!
","7051946b80ca0e76f41d44a44d520dcfac0f7e9b","(5, '', u'nisl/io/base_masker.py')"
"pull_request_commit_comment","50","nilearn","nilearn","GaelVaroquaux","2013-04-24 15:50:10","Naming convention: it should be '3d', not '3D'.

Also, I believe that the return type of this function has changed. I don't see this in the diff.
","7051946b80ca0e76f41d44a44d520dcfac0f7e9b","(None, '', u'nisl/masking.py')"
"pull_request_commit_comment","50","nilearn","nilearn","GaelVaroquaux","2013-04-24 15:52:06","Should also be named '_nd' and not '_nD', like in 'ndarray'.

Is there a reason that we are exposing to the user these functions (unmask_3d, unmask_nd) to the user? should they not be private: '_unmask_3d', '_unmask_nd'?
","7051946b80ca0e76f41d44a44d520dcfac0f7e9b","(None, '', u'nisl/masking.py')"
"pull_request_commit_comment","50","nilearn","nilearn","AlexandreAbraham","2013-04-24 15:58:37","I think that they can be hidden but I will let Philippe answer as he may have had an idea when he created these functions.
","7051946b80ca0e76f41d44a44d520dcfac0f7e9b","(None, '', u'nisl/masking.py')"
"pull_request_commit_comment","50","nilearn","nilearn","GaelVaroquaux","2013-04-24 16:01:08","I think that we should raise an exception if we are given a non integer type:

<pre>
mask = mask_img.get_data()
assert mask.dtype.kind == 'i', ""Meaningful error message""
</pre>


I can see people shooting themselves in the foot because there are not careful with what they do.

What do you think?
","7051946b80ca0e76f41d44a44d520dcfac0f7e9b","(None, '', u'nisl/masking.py')"
"pull_request_commit_comment","50","nilearn","nilearn","GaelVaroquaux","2013-04-24 16:02:27","I think that mask should be renamed to mask_img. I think that a consistent naming convention to see types quickly will help usability.
","7051946b80ca0e76f41d44a44d520dcfac0f7e9b","(None, '', u'nisl/masking.py')"
"pull_request_commit_comment","50","nilearn","nilearn","GaelVaroquaux","2013-04-24 16:04:08","Hum, why that?
","7051946b80ca0e76f41d44a44d520dcfac0f7e9b","(5, '', u'setup.cfg')"
