"rectype","issueid","project_owner","project_name","actor","time","text","action","title"
"issue_title","484","idan","oauthlib","wiliamsouza","2017-09-06 17:59:29","This pull request removes the need of using `grant_type=openid` in token endpoint and when defining a application credential the `authorization_grant_type` can be same already used (`authorization-code`) both for OpenID Connect and OAuth2.

OpenID Connect and OAuth2 specification links:

* http://openid.net/specs/openid-connect-core-1_0.html#TokenRequest
* http://openid.net/specs/openid-connect-core-1_0.html#HybridTokenEndpoint
* https://tools.ietf.org/html/rfc6749#section-4.1.3

To achieve this a new method `get_authorization_code_scopes` have to be added to `RequestValidator` along side news dispatches for implicit and token grant.

Example old way to send a token request:

```
curl -X POST \
    -H ""Cache-Control: no-cache"" \
    -H ""Content-Type: application/x-www-form-urlencoded"" \
    ""http://127.0.0.1:8000/o/token/"" \
    -d ""client_id=qLSq5KfSvYRho..."" \
    -d ""client_secret=bhOWtOxm1..."" \
    -d ""code=B8J3PQBpDeHFohgrVnvs26KrTAMNhI"" \
    -d ""redirect_uri=http://localhost/callback"" \
    -d ""grant_type=openid""
```

Example  fixed way to send a token request:

```
curl -X POST \
    -H ""Cache-Control: no-cache"" \
    -H ""Content-Type: application/x-www-form-urlencoded"" \
    ""http://127.0.0.1:8000/o/token/"" \
    -d ""client_id=qLSq5KfSvYRho..."" \
    -d ""client_secret=bhOWtOxm1..."" \
    -d ""code=B8J3PQBpDeHFohgrVnvs26KrTAMNhI"" \
    -d ""redirect_uri=http://localhost/callback"" \
    -d ""grant_type=authorization_code""
``` 

I successfully tested using django-oauth-toolkit the following flows: 

* Implicit Flow
  * Returning only access_token
  * Returning only id_token
  *  Return access_token and id_token
* Authorization Flow
  * Returning only access_token
  * Returning id_token
* Hybrid flow
  * Returning code and id_token
  * Returning code and access_token
  * Returning code, id_token and access_token
* Client credentials
* Resource owner password based

Adding support to OpenID Connect is a working in progress based on this pull request.","start issue","OpenID connect improvements "
"issue_closed","484","idan","oauthlib","thedrow","2017-10-01 06:07:12","","closed issue","OpenID connect improvements "
"pull_request_title","484","idan","oauthlib","wiliamsouza","2017-09-06 17:59:29","This pull request removes the need of using `grant_type=openid` in token endpoint and when defining a application credential the `authorization_grant_type` can be same already used (`authorization-code`) both for OpenID Connect and OAuth2.

OpenID Connect and OAuth2 specification links:

* http://openid.net/specs/openid-connect-core-1_0.html#TokenRequest
* http://openid.net/specs/openid-connect-core-1_0.html#HybridTokenEndpoint
* https://tools.ietf.org/html/rfc6749#section-4.1.3

To achieve this a new method `get_authorization_code_scopes` have to be added to `RequestValidator` along side news dispatches for implicit and token grant.

Example old way to send a token request:

```
curl -X POST \
    -H ""Cache-Control: no-cache"" \
    -H ""Content-Type: application/x-www-form-urlencoded"" \
    ""http://127.0.0.1:8000/o/token/"" \
    -d ""client_id=qLSq5KfSvYRho..."" \
    -d ""client_secret=bhOWtOxm1..."" \
    -d ""code=B8J3PQBpDeHFohgrVnvs26KrTAMNhI"" \
    -d ""redirect_uri=http://localhost/callback"" \
    -d ""grant_type=openid""
```

Example  fixed way to send a token request:

```
curl -X POST \
    -H ""Cache-Control: no-cache"" \
    -H ""Content-Type: application/x-www-form-urlencoded"" \
    ""http://127.0.0.1:8000/o/token/"" \
    -d ""client_id=qLSq5KfSvYRho..."" \
    -d ""client_secret=bhOWtOxm1..."" \
    -d ""code=B8J3PQBpDeHFohgrVnvs26KrTAMNhI"" \
    -d ""redirect_uri=http://localhost/callback"" \
    -d ""grant_type=authorization_code""
``` 

I successfully tested using django-oauth-toolkit the following flows: 

* Implicit Flow
  * Returning only access_token
  * Returning only id_token
  *  Return access_token and id_token
* Authorization Flow
  * Returning only access_token
  * Returning id_token
* Hybrid flow
  * Returning code and id_token
  * Returning code and access_token
  * Returning code, id_token and access_token
* Client credentials
* Resource owner password based

Adding support to OpenID Connect is a working in progress based on this pull request.","5c4b2a35de001c572c4017abb89dc19dd4a653c7","OpenID connect improvements "
"pull_request_merged","484","idan","oauthlib","thedrow","2017-10-01 06:07:12","OpenID connect improvements ","e575cca3e5d18b1e7051c64f435f2cdea71a29ab","Pull request merge from wiliamsouza/oauthlib:openid-connect to idan/oauthlib:master"
"issue_comment","484","idan","oauthlib","skion","2017-09-12 22:37:32","Nice, I also ran into some missing bits in this area but worked around them in a different way. I'll need to dig up what I did exactly, but do believe we need something that looks like this PR.","",""
"issue_comment","484","idan","oauthlib","thedrow","2017-09-17 12:31:55","@wiliamsouza Can you please rebase and fix the conflicts?","",""
"issue_comment","484","idan","oauthlib","wiliamsouza","2017-09-17 20:22:33","@thedrow Done!","",""
"issue_comment","484","idan","oauthlib","wiliamsouza","2017-09-19 22:59:50","@thedrow @skion suggestions done. Thanks for review.","",""
"issue_comment","484","idan","oauthlib","thedrow","2017-09-21 07:40:01","Is this ready for merge? ","",""
"issue_comment","484","idan","oauthlib","wiliamsouza","2017-09-21 13:31:15","@skion can answer the question!","",""
