"rectype","issueid","project_owner","project_name","actor","time","text","action","title"
"issue_title","1428","nilearn","nilearn","SylvainLan","2017-04-05 07:44:21","#721 ","start issue","[MRG] checks that the threshold is not higher than number of maps for canICA "
"issue_closed","1428","nilearn","nilearn","GaelVaroquaux","2017-05-23 10:06:22","","closed issue","[MRG] checks that the threshold is not higher than number of maps for canICA "
"pull_request_title","1428","nilearn","nilearn","SylvainLan","2017-04-05 07:44:21","#721 ","27243ee461a3345091c3828681488c4d303a276e","[MRG] checks that the threshold is not higher than number of maps for canICA "
"pull_request_merged","1428","nilearn","nilearn","GaelVaroquaux","2017-05-23 10:06:22","[MRG] checks that the threshold is not higher than number of maps for canICA ","d7f7b37f3a11d01497eb148362c76a00bfcd5304","Pull request merge from SylvainLan/nilearn:fix_canICA to nilearn/nilearn:master"
"issue_comment","1428","nilearn","nilearn","GaelVaroquaux","2017-05-23 10:06:17","LGTM. Merging","",""
"issue_comment","1428","nilearn","nilearn","KamalakerDadi","2017-04-05 08:42:58","Also, you forgot to add bounds in the ```threshold``` parameter documentation. From the issue, if I get correctly threshold should be between [0. and n_components]","",""
"issue_comment","1428","nilearn","nilearn","KamalakerDadi","2017-04-05 08:44:18","You should also add tests to check whether error is raised or not. Tests should be added in nilearn/decomposition/tests/test_canica.py","",""
"issue_comment","1428","nilearn","nilearn","KamalakerDadi","2017-04-05 09:07:08",">Also, you forgot to add bounds in the threshold parameter documentation. From the issue, if I get correctly 
threshold should be between [0. and n_components]

May be it would be good idea to put threshold bound [0. and n_components] near the description of float value. Right after non-zero voxels). ....... ","",""
"issue_comment","1428","nilearn","nilearn","KamalakerDadi","2017-04-05 13:13:56",">You should also add tests to check whether error is raised or not. Tests should be added in nilearn/decomposition/tests/test_canica.py

Could you add tests please ?","",""
"issue_comment","1428","nilearn","nilearn","codecov[bot]","2017-04-05 13:42:56","# [Codecov](https://codecov.io/gh/nilearn/nilearn/pull/1428?src=pr&el=h1) Report
> Merging [#1428](https://codecov.io/gh/nilearn/nilearn/pull/1428?src=pr&el=desc) into [master](https://codecov.io/gh/nilearn/nilearn/commit/87c12efe14c005f1c916f76358639b55a306fb06?src=pr&el=desc) will **decrease** coverage by `<.01%`.
> The diff coverage is `50%`.

[![Impacted file tree graph](https://codecov.io/gh/nilearn/nilearn/pull/1428/graphs/tree.svg?width=650&token=KpYArSdyXv&height=150&src=pr)](https://codecov.io/gh/nilearn/nilearn/pull/1428?src=pr&el=tree)

```diff
@@            Coverage Diff            @@
##           master   #1428      +/-   ##
=========================================
- Coverage   94.51%   94.5%   -0.01%     
=========================================
  Files         118     118              
  Lines       13470   13472       +2     
=========================================
+ Hits        12731   12732       +1     
- Misses        739     740       +1
```


| [Impacted Files](https://codecov.io/gh/nilearn/nilearn/pull/1428?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [nilearn/decomposition/canica.py](https://codecov.io/gh/nilearn/nilearn/pull/1428?src=pr&el=tree#diff-bmlsZWFybi9kZWNvbXBvc2l0aW9uL2NhbmljYS5weQ==) | `92.5% <50%> (-2.24%)` | :arrow_down: |

------

[Continue to review full report at Codecov](https://codecov.io/gh/nilearn/nilearn/pull/1428?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/nilearn/nilearn/pull/1428?src=pr&el=footer). Last update [87c12ef...f1a292b](https://codecov.io/gh/nilearn/nilearn/pull/1428?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).","",""
"issue_comment","1428","nilearn","nilearn","codecov[bot]","2017-04-05 13:42:56","# [Codecov](https://codecov.io/gh/nilearn/nilearn/pull/1428?src=pr&el=h1) Report
> Merging [#1428](https://codecov.io/gh/nilearn/nilearn/pull/1428?src=pr&el=desc) into [master](https://codecov.io/gh/nilearn/nilearn/commit/87c12efe14c005f1c916f76358639b55a306fb06?src=pr&el=desc) will **increase** coverage by `<.01%`.
> The diff coverage is `100%`.

[![Impacted file tree graph](https://codecov.io/gh/nilearn/nilearn/pull/1428/graphs/tree.svg?src=pr&token=KpYArSdyXv&width=650&height=150)](https://codecov.io/gh/nilearn/nilearn/pull/1428?src=pr&el=tree)

```diff
@@            Coverage Diff             @@
##           master    #1428      +/-   ##
==========================================
+ Coverage   94.51%   94.51%   +<.01%     
==========================================
  Files         118      118              
  Lines       13470    13474       +4     
==========================================
+ Hits        12731    12735       +4     
  Misses        739      739
```


| [Impacted Files](https://codecov.io/gh/nilearn/nilearn/pull/1428?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [nilearn/decomposition/tests/test\_canica.py](https://codecov.io/gh/nilearn/nilearn/pull/1428?src=pr&el=tree#diff-bmlsZWFybi9kZWNvbXBvc2l0aW9uL3Rlc3RzL3Rlc3RfY2FuaWNhLnB5) | `98.82% <100%> (+0.02%)` | :arrow_up: |
| [nilearn/decomposition/canica.py](https://codecov.io/gh/nilearn/nilearn/pull/1428?src=pr&el=tree#diff-bmlsZWFybi9kZWNvbXBvc2l0aW9uL2NhbmljYS5weQ==) | `95% <100%> (+0.26%)` | :arrow_up: |

------

[Continue to review full report at Codecov](https://codecov.io/gh/nilearn/nilearn/pull/1428?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/nilearn/nilearn/pull/1428?src=pr&el=footer). Last update [87c12ef...27243ee](https://codecov.io/gh/nilearn/nilearn/pull/1428?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).","",""
"issue_comment","1428","nilearn","nilearn","KamalakerDadi","2017-04-05 19:26:46","LGTM","",""
"issue_comment","1428","nilearn","nilearn","bthirion","2017-04-06 16:44:39","LGTM","",""
