"rectype","issueid","project_owner","project_name","actor","time","text","action","title"
"issue_title","127","idan","oauthlib","ayanamist","2013-03-23 18:05:59","Current design will escape string twice.
If we use `status=%E5%95%A6%E5%95%A6` as post body input, `Request.__init__` will make it `u""status=%E5%95%A6%E5%95%A6""`,
then `oauth1.rfc5849.signature.collect_parameters()` will call `bodyparams = extract_params(body) or []`,
then call `common.urldecode()`,
then call `urlparse.parse_qsl(query, keep_blank_values=True)`.
Here, `u""status=%E5%95%A6%E5%95%A6""` will become `[(u'status', u'\xe5\x95\xa6\xe5\x95\xa6')]`, now troubles comes in because `u'\xe5\x95\xa6\xe5\x95\xa6'` is a problematic unicode string.
When normalizing it, it will be utf8-encoded again (from `common.quote` called by `oauth1.rfc5849.utils.escape`) and become `'\xc3\xa5\xc2\x95\xc2\xa6\xc3\xa5\xc2\x95\xc2\xa6'`.
Now everything messed up, and calculated signature is wrong.

So we must abandan unnecessary body encode because body in unicode only cause problem, also we should remove `query = query.decode('utf-8') if isinstance(query, bytes_type) else query` to keep our `str` result away from converting to `unicode`. `decode_params_utf8` will decode the `str` result to correct one, and make the final calculation right.

The issue is not obvious because english words only use ascii characters which are safe after multple escaping.
","start issue","Avoid escape string twice."
"issue_closed","127","idan","oauthlib","ib-lundgren","2013-03-26 18:08:12","","closed issue","Avoid escape string twice."
"pull_request_title","127","idan","oauthlib","ayanamist","2013-03-23 18:05:59","Current design will escape string twice.
If we use `status=%E5%95%A6%E5%95%A6` as post body input, `Request.__init__` will make it `u""status=%E5%95%A6%E5%95%A6""`,
then `oauth1.rfc5849.signature.collect_parameters()` will call `bodyparams = extract_params(body) or []`,
then call `common.urldecode()`,
then call `urlparse.parse_qsl(query, keep_blank_values=True)`.
Here, `u""status=%E5%95%A6%E5%95%A6""` will become `[(u'status', u'\xe5\x95\xa6\xe5\x95\xa6')]`, now troubles comes in because `u'\xe5\x95\xa6\xe5\x95\xa6'` is a problematic unicode string.
When normalizing it, it will be utf8-encoded again (from `common.quote` called by `oauth1.rfc5849.utils.escape`) and become `'\xc3\xa5\xc2\x95\xc2\xa6\xc3\xa5\xc2\x95\xc2\xa6'`.
Now everything messed up, and calculated signature is wrong.

So we must abandan unnecessary body encode because body in unicode only cause problem, also we should remove `query = query.decode('utf-8') if isinstance(query, bytes_type) else query` to keep our `str` result away from converting to `unicode`. `decode_params_utf8` will decode the `str` result to correct one, and make the final calculation right.

The issue is not obvious because english words only use ascii characters which are safe after multple escaping.
","0402e92a4fff7c706da2542456fae099e14a81af","Avoid escape string twice."
"issue_comment","127","idan","oauthlib","ayanamist","2013-03-24 07:57:01","It seems that travis failed on py3.x which i'm not familiar. Maybe add some conditional judgement?
","",""
"issue_comment","127","idan","oauthlib","ib-lundgren","2013-03-25 18:41:37","Ah, the joys on encoding. A unicode string holding a urlencoded string which in turn is utf-8 encoded. 

This was partly solved after some G+ discussion https://plus.google.com/113049880579473797656/posts/EdApFiwcczH but never got around to testing it properly.

I think you are half way to a solution and did some experimentation myself too, unfortunately I don't have time to dig into it further today. Please have a look at https://github.com/idan/oauthlib/commit/faa5dfddf1ed1e5a53e42710ab86ca0d94e46a5f and see what you think.

Am i correct in that the string you try to encode is 啦啦, i.e. two CJK characters?
","",""
"issue_comment","127","idan","oauthlib","ayanamist","2013-03-26 00:26:38","@ib-lundgren Yes, they are chinese characters. The issue is not only affecting chinese but all unicode characters that can be escaped to %xx.
I don't think faa5dfd will solve anything because i reproduce the issue on PY2 which pass your `not PY3`, everything is identical then.
I'm a clinical medicine doctor so i don't have enough time to dig into this. If you also don't have time, considering add some warnings?
","",""
"issue_comment","127","idan","oauthlib","ib-lundgren","2013-03-26 09:56:49","Thanks, just wanted to make sure.

I'll be happy to debug it further. Would you be able to show me the code you have in which this fails (or at least the full debug output)? I just tested https://github.com/idan/oauthlib/commit/faa5dfd against twitter and managed to upload a status of 啦啦 just fine.

Regarding the PY3 check I added a comment explaining why it is there in https://github.com/idan/oauthlib/commit/9495bfde357f9977891c551549fe4deec4f42a5d which basically boils down to different logic for parsing unicode in python 2 & 3.
","",""
"issue_comment","127","idan","oauthlib","ayanamist","2013-03-26 12:22:03","@ib-lundgren In fact i have no codes directly calling oauthlib. oauthlib is used by requests which is used by twython. I use twython to post something. So the full traceback is impossible. I spend a whole afternoon tracing the problem here. Please review what i write down first in this issue.
The whole project https://code.google.com/p/gabr/source/browse/
The related commit https://code.google.com/p/gabr/source/detail?r=954a6a384908caf0db2d55864e7f3a9252456d64
The related methods https://code.google.com/p/gabr/source/browse/application/views/status.py?r=3b1b61bf395e115d7ee2234ad9bba4dbdcb203cf#14
In fact you also can use https://github.com/ryanmcgrath/twython/blob/master/core_examples/update_status.py this to reproduce, ensuring status=u""啦啦"" as function arguments.
","",""
"issue_comment","127","idan","oauthlib","ib-lundgren","2013-03-26 12:25:44","Thanks, will look into it later this afternoon.

Oh and regarding traceback, this should do it for oauthlib at least. Add it to your ""main"" method. Although I might have enough to go on from your links. 

```
import logging
logging.basicConfig(level=logging.DEBUG)
```
","",""
"issue_comment","127","idan","oauthlib","ib-lundgren","2013-03-26 13:18:13","I'm unable to reproduce this. I modified my [twitter example](https://gist.github.com/ib-lundgren/4487236) , replacing line 88-94 with the code below, and it happily posted ""啦啦"" and ""test啦啦"" to twitter

```
update= '啦啦'
from twython import Twython
t = Twython(app_key=key,
        app_secret=secret,
        oauth_token=access_token,
        oauth_token_secret=token_secret)
t.updateStatus(status=update)
t.updateStatus(status=unicode('test') + unicode(update))
```

This was installed and run the following way, using the requests 0.14 that twython wants (required an import change to my example too).

```
~$ virtualenv unicode && source unicode/bin/activate
(unicode)~$ git clone https://github.com/idan/oauthlib.git && cd oauthlib
(unicode)~oauthlib/$ python setup.py install
(unicode)~$ pip install twython
```
","",""
