"rectype","issueid","project_owner","project_name","actor","time","text","action","title"
"issue_title","299","aio-libs","aioredis","adamcharnock","2017-10-07 21:17:31","@antirez is [in the process](http://antirez.com/news/114) of adding streams to Redis. This PR adds initial support for the ``XADD``/``XRANGE``/``XREAD`` commands in aioredis.

## Tests

I've written tests and added the *streams* Redis branch to the travis config. In theory, the tests will only be run when the streams branch is available. ~~The logic is a bit hacky, but I figured it will only be until streams makes it into 4.0~~ (now improved as the hacky version didn't actually work).

## Style

I'm very open to feedback on my implementation style for the new commands. I've tried to stick to the aioredis style, but I think I will have probably wandered here or there. Happy to make any corrections or alterations.

## Reason

This is my first time using aioredis. I'm working on [another project] in(https://github.com/adamcharnock/lightbus) which I would like to experiment with Redis streams, plus I also need asyncio support. I therefore thought I'd contribute this here.

As I said, happy to make any changes etc.

## Remaining work

- [ ] Add support for the ``MAXLEN`` parameter in ``xadd()``
- [ ] There is a question regarding style in the source for ``xread()``","start issue","Adding XADD/XRANGE/XREAD stream commands"
"pull_request_title","299","aio-libs","aioredis","adamcharnock","2017-10-07 21:17:31","@antirez is [in the process](http://antirez.com/news/114) of adding streams to Redis. This PR adds initial support for the ``XADD``/``XRANGE``/``XREAD`` commands in aioredis.

## Tests

I've written tests and added the *streams* Redis branch to the travis config. In theory, the tests will only be run when the streams branch is available. ~~The logic is a bit hacky, but I figured it will only be until streams makes it into 4.0~~ (now improved as the hacky version didn't actually work).

## Style

I'm very open to feedback on my implementation style for the new commands. I've tried to stick to the aioredis style, but I think I will have probably wandered here or there. Happy to make any corrections or alterations.

## Reason

This is my first time using aioredis. I'm working on [another project] in(https://github.com/adamcharnock/lightbus) which I would like to experiment with Redis streams, plus I also need asyncio support. I therefore thought I'd contribute this here.

As I said, happy to make any changes etc.

## Remaining work

- [ ] Add support for the ``MAXLEN`` parameter in ``xadd()``
- [ ] There is a question regarding style in the source for ``xread()``","aa0acfa4cdec47936fef7ed5a9725f35a81f9e12","Adding XADD/XRANGE/XREAD stream commands"
"issue_comment","299","aio-libs","aioredis","codecov[bot]","2017-10-07 21:28:24","# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/299?src=pr&el=h1) Report
> Merging [#299](https://codecov.io/gh/aio-libs/aioredis/pull/299?src=pr&el=desc) into [master](https://codecov.io/gh/aio-libs/aioredis/commit/059c74f907fdc39e3f4fbc62bfeea9edc47416d3?src=pr&el=desc) will **decrease** coverage by `0.02%`.
> The diff coverage is `93.89%`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/299/graphs/tree.svg?height=150&width=650&token=THCDhqngRB&src=pr)](https://codecov.io/gh/aio-libs/aioredis/pull/299?src=pr&el=tree)

```diff
@@            Coverage Diff             @@
##           master     #299      +/-   ##
==========================================
- Coverage   96.83%   96.81%   -0.03%     
==========================================
  Files          59       61       +2     
  Lines        7553     7684     +131     
  Branches      599      611      +12     
==========================================
+ Hits         7314     7439     +125     
- Misses        174      179       +5     
- Partials       65       66       +1
```


| [Impacted Files](https://codecov.io/gh/aio-libs/aioredis/pull/299?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [aioredis/commands/\_\_init\_\_.py](https://codecov.io/gh/aio-libs/aioredis/pull/299?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvX19pbml0X18ucHk=) | `95.83% <100%> (+0.05%)` | :arrow_up: |
| [aioredis/commands/streams.py](https://codecov.io/gh/aio-libs/aioredis/pull/299?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvc3RyZWFtcy5weQ==) | `86.04% <86.04%> (ø)` | |
| [tests/stream\_commands\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/299?src=pr&el=tree#diff-dGVzdHMvc3RyZWFtX2NvbW1hbmRzX3Rlc3QucHk=) | `97.7% <97.7%> (ø)` | |
| [tests/sentinel\_failover\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/299?src=pr&el=tree#diff-dGVzdHMvc2VudGluZWxfZmFpbG92ZXJfdGVzdC5weQ==) | `87.96% <0%> (+1.5%)` | :arrow_up: |

------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/299?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/299?src=pr&el=footer). Last update [059c74f...aa0acfa](https://codecov.io/gh/aio-libs/aioredis/pull/299?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
","",""
"issue_comment","299","aio-libs","aioredis","adamcharnock","2017-10-07 23:58:42","It appears to me that the ``test_pool_idle_close`` test is being a little flakey on Windows. AFAIK this is not my fault... I hope.","",""
"pull_request_commit","299","aio-libs","aioredis","adam@adamcharnock.com","2017-10-07 21:00:22","Adding XADD/XRANGE/XREAD stream commands","75db0e7cca353cfa2c03df2649ab06ffed89aafe",""
"pull_request_commit","299","aio-libs","aioredis","adam@adamcharnock.com","2017-10-07 21:17:11","Fixing flake errors. Mostly long lines.","25b7f62f51b0e4630225f2466e79afc6356a0529",""
"pull_request_commit","299","aio-libs","aioredis","adam@adamcharnock.com","2017-10-07 21:28:04","Work on CI detection of streams availability","04e903e5daf3e1d01dbcb86b4c34b5c82dfcdf39",""
"pull_request_commit","299","aio-libs","aioredis","adam@adamcharnock.com","2017-10-07 21:41:36","Fixing test error caused by undefined ordering of fields","5073fd0fc0fcb6a22674602ec6fa667c7c21004a",""
"pull_request_commit","299","aio-libs","aioredis","adam@adamcharnock.com","2017-10-08 14:31:26","Removing stray print statement","b69d376fda0dd9e83eefc743e9101c8393ac359a",""
"pull_request_commit","299","aio-libs","aioredis","adam@adamcharnock.com","2017-10-18 14:56:51","Removing stray print statement","aa0acfa4cdec47936fef7ed5a9725f35a81f9e12",""
