,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
154,commit_messages,,nilearn,nilearn,jaquesgrobler,2013-09-05 13:40:00,"indent fix in nature.css, fix table widths in Reference section",061599e31bb872d6f4be8fab6973c980065decba,,"api.github.com,git_clone","[u'[""doc/themes/nilearn/static/nature.css_t""]']",False,[],[],[],[],2013-09-05
156,commit_messages,,nilearn,nilearn,fabianp,2013-08-30 11:25:18,DOC: document units in SearchLight's radius,0626fd859ecc47e9665e91e3a59536cd8600d869,,"api.github.com,git_clone","[u'[""nilearn/decoding/searchlight.py""]']",False,[],[],[],[],2013-08-30
218,commit_messages,,nilearn,nilearn,pgervais,2013-09-02 13:32:01,"Merge branch 'master' into honorio_samaras

Conflicts:
	nilearn/input_data/nifti_region.py
	nilearn/tests/__init__.py",0867b2b579f8622b31453078601e66afe21f3ae9,,"api.github.com,git_clone","[u'[""nilearn/decoding/searchlight.py"", ""nilearn/tests/test_ndimage.py"", ""nilearn/tests/__init__.py"", ""doc/logos/nilearn-logo.svg"", ""nilearn/_utils/logger.py"", ""doc/index.rst"", ""nilearn/tests/test_logger.py"", ""nilearn/masking.py"", ""setup.py"", ""nilearn/input_data/nifti_region.py""]']",False,[],[],[],[],2013-09-02
476,commit_messages,,nilearn,nilearn,pgervais,2013-09-04 07:42:00,Code cleanup,13bdc45a39182b911bdb7ebe848bf3f95085c070,,"api.github.com,git_clone","[u'[""nilearn/_utils/testing.py"", ""nilearn/group_sparse_covariance.py""]']",False,[],[],[],[],2013-09-04
528,commit_messages,,nilearn,nilearn,pgervais,2013-09-02 13:43:40,Remove LogMixin class.,160b8590da99f8b94b054e47e1e2ba01c0aee2b5,,"api.github.com,git_clone","[u'[""nilearn/_utils/__init__.py"", ""nilearn/_utils/log_mixin.py""]']",False,[],[],[],[],2013-09-02
539,commit_messages,,nilearn,nilearn,jaquesgrobler,2013-08-30 14:31:59,small css changes and UserGuide heading fix,16675b545cf28b96450dbac6f37713f272495ad3,,"api.github.com,git_clone","[u'[""doc/themes/scikit-learn/static/nature.css_t"", ""doc/user_guide.rst"", ""doc/themes/scikit-learn/layout.html""]']",False,[],[],[],[],2013-08-30
605,commit_messages,,nilearn,nilearn,jaquesgrobler,2013-08-30 11:19:02,change to html5,192e665343d5a26f033415ef2a6eb962841965d9,,"api.github.com,git_clone","[u'[""doc/themes/scikit-learn/layout.html""]']",False,[],[],[],[],2013-08-30
808,commit_messages,,nilearn,nilearn,pgervais,2013-08-29 12:40:38,"Code cleanup, updated tests of logger.log()",21a9ecd7640f92c77dd0bad67ba64e366aefa3ab,,"api.github.com,git_clone","[u'[""nilearn/_utils/logger.py"", ""nilearn/tests/test_logger.py""]']",False,[],[],[],[],2013-08-29
864,commit_messages,,nilearn,nilearn,pgervais,2013-08-30 12:12:46,"Code cleanup (doc, api)

group_sparse_score() renamed to group_sparse_scores() (added an S)",239f2fff548e15f5cb595c48f657427c6af96703,,"api.github.com,git_clone","[u'[""nilearn/tests/test_group_sparse_covariance.py"", ""nilearn/group_sparse_covariance.py""]']",False,[],[],[],[],2013-08-30
1300,commit_messages,,nilearn,nilearn,pgervais,2013-08-29 16:21:16,"Code refactoring

- Renamings: task->subject, rho->alpha.
- Fixed a lot of docstrings
- Removed some constructs not compatible with Python 3 (xrange)
- Refactored plot_adhd_covariance2 a lot. Now shorter and much clearer.
- Replaced numpy.linalg.inv by scipy.linalg.inv",363cb21af01cd3c86067882b98eb08e6f4a33a75,,"api.github.com,git_clone","[u'[""plot_adhd_covariance2.py"", ""nilearn/tests/test_group_sparse_covariance.py"", ""nilearn/group_sparse_covariance.py""]']",False,[],[],[],[],2013-08-29
