,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
198,commit_messages,,idan,oauthlib,ib-lundgren,2014-10-23 17:51:10,Merge branch 'allow-invalid-token-type-hint' of https://github.com/RodneyRichardson/oauthlib into RodneyRichardson-allow-invalid-token-type-hint,28fe4c9567f7386afc2662e78e4060c6900fd5ae,,"api.github.com,git_clone","[u'[""tests/oauth2/rfc6749/endpoints/test_revocation_endpoint.py"", ""oauthlib/oauth2/rfc6749/endpoints/revocation.py""]']",False,[u'https://github.com/RodneyRichardson/oauthlib'],[],[],[],2014-10-23
333,commit_messages,,idan,oauthlib,ib-lundgren,2014-10-23 17:45:36,Add blinker to tox.ini,48647eb093337f9db73c69d7027b6a657b20ff35,,"api.github.com,git_clone","[u'[""tox.ini""]']",False,[],[],[],[],2014-10-23
441,commit_messages,,idan,oauthlib,ib-lundgren,2014-10-23 18:40:48,Move changelog into its own file.,62ee76f22e8b0a53b2eda4a88e2891ed6578083b,,"api.github.com,git_clone","[u'[""CHANGELOG.rst"", ""README.rst""]']",False,[],[],[],[],2014-10-23
671,commit_messages,,idan,oauthlib,ib-lundgren,2014-10-23 18:29:04,Fix minor merge artifacts and python 3 tests.,9a1b29440bfd095c625b35399305532ac3a45b9c,,"api.github.com,git_clone","[u'[""tests/oauth2/rfc6749/clients/test_backend_application.py"", ""oauthlib/oauth2/rfc6749/parameters.py"", ""tests/oauth2/rfc6749/clients/test_legacy_application.py"", ""oauthlib/oauth2/rfc6749/tokens.py"", ""tests/oauth2/rfc6749/test_parameters.py"", ""oauthlib/oauth2/rfc6749/utils.py"", ""tests/oauth2/rfc6749/clients/test_web_application.py"", ""tests/oauth2/rfc6749/clients/test_mobile_application.py""]']",False,[],[],[],[],2014-10-23
703,commit_messages,,idan,oauthlib,ib-lundgren,2014-10-23 17:27:29,"Merge branch 'scope-change-signal' of https://github.com/singingwolfboy/oauthlib into singingwolfboy-scope-change-signal

Conflicts:
	oauthlib/oauth2/rfc6749/clients/backend_application.py
	oauthlib/oauth2/rfc6749/clients/legacy_application.py
	oauthlib/oauth2/rfc6749/clients/web_application.py",a144769a9a44c85eb17774e7a513ffc5a92a354d,,"api.github.com,git_clone","[u'[""tests/oauth2/rfc6749/clients/test_backend_application.py"", ""oauthlib/oauth2/rfc6749/parameters.py"", ""tests/oauth2/rfc6749/clients/test_legacy_application.py"", ""oauthlib/oauth2/rfc6749/clients/mobile_application.py"", ""tests/oauth2/rfc6749/test_parameters.py"", ""tests/oauth2/rfc6749/clients/test_mobile_application.py"", ""oauthlib/signals.py"", ""tests/oauth2/rfc6749/clients/test_web_application.py"", ""AUTHORS"", "".travis.yml"", ""setup.py""]']",False,[u'https://github.com/singingwolfboy/oauthlib'],[],[],[],2014-10-23
852,commit_messages,,idan,oauthlib,ib-lundgren,2014-10-23 17:46:17,Tidy up makefile and add contacts meta data.,c8a2e6d80ed20d02e4d66b0eb3d4bcc69f334419,,"api.github.com,git_clone","[u'[""Makefile""]']",False,[],[],[],[],2014-10-23
860,commit_messages,,idan,oauthlib,ib-lundgren,2014-10-23 17:41:26,"Wrap OAuth2 tokens in a OAuth2Token class.

The OAuth2Token class allows for easy checking of scope
changes and might be extended with further convenience
methods in the future.

Additionally, the Warning raised on scope change will now
include a ``token`` parameter with a full OAuth 2 token
in case scope change is fine, which ideally it should be.

Users who don't want to catch a warning can instead
check the boolean token property ``token.scope_changed``. Note
that the warning must first be disabled by setting the
environment variable ``OAUTHLIB_RELAX_TOKEN_SCOPE``.",ca4811b3087f9d34754d3debf839e247593b8a39,,"api.github.com,git_clone","[u'[""tests/oauth2/rfc6749/clients/test_backend_application.py"", ""oauthlib/oauth2/rfc6749/parameters.py"", ""tests/oauth2/rfc6749/clients/test_legacy_application.py"", ""oauthlib/oauth2/rfc6749/tokens.py"", ""tests/oauth2/rfc6749/clients/test_service_application.py"", ""tests/oauth2/rfc6749/clients/test_web_application.py"", ""tests/oauth2/rfc6749/clients/test_mobile_application.py""]']",False,[],[],[],[],2014-10-23
994,commit_messages,,idan,oauthlib,ib-lundgren,2014-10-23 18:37:28,s/lepture/evonove/,e4a27e70d9855d42112016c62afbb1c82fd35fd6,,"api.github.com,git_clone","[u'[""Makefile""]']",False,[],[],[],[],2014-10-23
1100,commit_messages,,idan,oauthlib,ib-lundgren,2014-10-23 17:47:57,"Docs updates recovered from a broken git repo.

Draft release process doc to try force myself into more
structured releases in the future.

A few initial notes on how to report errors.

Added a few common exceptions to the FAQ.

Removed supported versions from feature matrix. They are all
available in setup.py metadata.

Move JWT tokens to grant types where it (confusingly) belongs.",fe546f426edc95add019ca8847198f4d1eca24d6,,"api.github.com,git_clone","[u'[""docs/error_reporting.rst"", ""docs/faq.rst"", ""docs/release_process.rst"", ""docs/feature_matrix.rst"", ""docs/oauth2/grants/jwt.rst"", ""docs/oauth2/grants/grants.rst"", ""docs/oauth2/tokens/tokens.rst"", ""docs/oauth2/tokens/jwt.rst"", ""docs/index.rst""]']",False,[],[],[],[],2014-10-23
1105,commit_messages,,idan,oauthlib,ib-lundgren,2014-10-23 17:46:58,Fetch docs version from oauthlib.__version__,ff4c9399172d19434c6cdd46932f4195a71742fb,,"api.github.com,git_clone","[u'[""docs/conf.py""]']",False,[],[],[],[],2014-10-23
