,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
26,commit_messages,,idan,oauthlib,lepture,2015-07-02 05:51:18,"Merge pull request #354 from myyang/fix_missing_attribute

Fix and remove missing attribute: _client",03ea1a11f328a8baaf6ff11777b42e1f90b088e8,,"api.github.com,git_clone","[u'[""oauthlib/oauth2/rfc6749/clients/base.py"", ""tests/oauth2/rfc6749/clients/test_base.py""]']",False,[],"[{u'raw': u'#354', u'refstyle': u'#d', u'parts': [u'idan', u'oauthlib', u'354', u'']}]",[],[],2015-07-02
50,commit_messages,,idan,oauthlib,thedrow,2015-07-01 11:27:56,"Merge pull request #350 from cheif/master

Handle empty/non-parsable query strings",08970a85b516fc98d8a67518d33698528deb2512,,"api.github.com,git_clone","[u'[""oauthlib/oauth2/rfc6749/grant_types/implicit.py"", ""oauthlib/oauth2/rfc6749/grant_types/authorization_code.py"", ""tests/oauth2/rfc6749/endpoints/test_error_responses.py""]']",False,[],"[{u'raw': u'#350', u'refstyle': u'#d', u'parts': [u'idan', u'oauthlib', u'350', u'']}]",[],[],2015-07-01
80,commit_messages,,idan,oauthlib,thedrow,2015-07-01 09:42:36,"Merge pull request #351 from myyang/fix_typo

Fix redirect_url typo and add test cases for function.",110d96bc529771ad200d190e1560531665c052fa,,"api.github.com,git_clone","[u'[""oauthlib/oauth2/rfc6749/clients/base.py"", ""tests/oauth2/rfc6749/clients/test_base.py"", ""tests/oauth2/rfc6749/clients/test_web_application.py""]']",False,[],"[{u'raw': u'#351', u'refstyle': u'#d', u'parts': [u'idan', u'oauthlib', u'351', u'']}]",[],[],2015-07-01
193,commit_messages,,idan,oauthlib,thedrow,2015-07-01 09:41:24,"Merge pull request #349 from foxx/patch-2

more code indent issues",281cbdb2523495121c4f3e2ffd55616f7f829a6a,,"api.github.com,git_clone","[u'[""docs/oauth2/server.rst""]']",False,[],"[{u'raw': u'#349', u'refstyle': u'#d', u'parts': [u'idan', u'oauthlib', u'349', u'']}]",[],[],2015-07-01
303,commit_messages,,idan,oauthlib,ib-lundgren,2015-07-01 10:36:51,"Travis deploy to PyPI on github tag. #333, #346.",4149010e856fcd03ae7833d66953c130898122cc,,"api.github.com,git_clone","[u'["".travis.yml""]']",False,[],"[{u'raw': u'#333', u'refstyle': u'#d', u'parts': [u'idan', u'oauthlib', u'333', u'']}, {u'raw': u'#346', u'refstyle': u'#d', u'parts': [u'idan', u'oauthlib', u'346', u'']}]",[],[],2015-07-01
309,commit_messages,,idan,oauthlib,lepture,2015-07-02 07:14:07,Improve regex performance for invalid_hex,42d973d7854a694dea290251e21025b0b90440f4,,"api.github.com,git_clone","[u'[""oauthlib/common.py""]']",False,[],[],[],[],2015-07-02
453,commit_messages,,idan,oauthlib,thedrow,2015-07-02 08:46:10,"Merge pull request #341 from kdazzle/request-getattr

#340 - calling getattr on Request should raise an AttributeError if that attribute doesn't exist",674543558fa95c41285b874390a54f28e36983a9,,"api.github.com,git_clone","[u'[""oauthlib/oauth2/rfc6749/grant_types/resource_owner_password_credentials.py"", ""oauthlib/common.py"", ""tests/test_common.py"", ""oauthlib/oauth2/rfc6749/grant_types/client_credentials.py"", ""oauthlib/oauth2/rfc6749/grant_types/authorization_code.py"", ""oauthlib/oauth2/rfc6749/grant_types/base.py""]']",False,[],"[{u'raw': u'#340', u'refstyle': u'#d', u'parts': [u'idan', u'oauthlib', u'340', u'']}, {u'raw': u'#341', u'refstyle': u'#d', u'parts': [u'idan', u'oauthlib', u'341', u'']}]",[],[],2015-07-02
498,commit_messages,,idan,oauthlib,thedrow,2015-07-01 09:47:07,"Merge pull request #336 from josephtate/betterscopesupport

Allow tuples for list_to_scope as well as sets and lists",70879b5c79b0469d1015b225a82aa5598c84d5cb,,"api.github.com,git_clone","[u'[""tests/oauth2/rfc6749/test_utils.py"", ""oauthlib/oauth2/rfc6749/utils.py""]']",False,[],"[{u'raw': u'#336', u'refstyle': u'#d', u'parts': [u'idan', u'oauthlib', u'336', u'']}]",[],[],2015-07-01
538,commit_messages,,idan,oauthlib,lepture,2015-07-02 07:05:05,Hide user password in repr of Request,7996067921ddd5eb3ff889270a5b02ce14997b10,,"api.github.com,git_clone","[u'[""oauthlib/common.py""]']",False,[],[],[],[],2015-07-02
667,commit_messages,,idan,oauthlib,myyang,2015-07-02 03:13:28,Use assertFormBodyEqual instead,9940cd2a1403341e97bda42a88ae2c0213027c4f,,"api.github.com,git_clone","[u'[""tests/oauth2/rfc6749/clients/test_base.py""]']",False,[],[],[],[],2015-07-02
