,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
28,commit_messages,,aio-libs,aioredis,pfreixes,2017-06-21 06:46:50,"#231 Patch for the cpython issue with Lock bpo-27585 (#241)

* #231 Patch for the cpython issue with Lock

* Make Lock compatible with 3.3 and 3.4

* Changed test to make it compatible with python 3.3 version

* Flake8 issue

* Increase coverage by reducing scope, test just the bugfix for 3.6

* One unique version of Lock.acquire function

* Use create_future provided by aioredis",0c4c04c2bcffb7aa93310d26baa8ab0050b1baa5,,"api.github.com,git_clone",[u'(unknown)'],False,[],"[{u'raw': u'#231', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'231', u'']}, {u'raw': u'#241', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'241', u'']}]",[],[],2017-06-21
40,commit_messages,,aio-libs,aioredis,popravich,2017-06-21 19:25:05,"update dependencies (#253)

* Update sphinx from 1.5.6 to 1.6.2

* Update pytest-xdist from 1.16.0 to 1.17.1

* Update pytest from 3.1.0 to 3.1.2

* update spelling wordlist",0f73783b8145616a297f11e842ebafaff8b429e9,,"api.github.com,git_clone",[u'(unknown)'],False,[],"[{u'raw': u'#253', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'253', u'']}]",[],[],2017-06-21
60,commit_messages,,aio-libs,aioredis,popravich,2017-06-21 08:49:06,fix create_* functions: add missing parameters,148965e4ec36cf9073ec66c0890922c670a4b7de,,"api.github.com,git_clone",[u'(unknown)'],False,[],[],[],[],2017-06-21
135,commit_messages,,aio-libs,aioredis,popravich,2017-06-21 08:41:03,"Merge branch v0.3 into master.

Squashed commit of the following:

commit 71ea39941af39536b62ff772e758f0f5d967b7b4
Author: Alexey Popravka <popravich@users.noreply.github.com>
Date:   Wed Jun 21 10:56:12 2017 +0300

    fix typo

commit 98ee8bed6fa48df05dfd37b5d6193f532fc7a228
Author: Alexey Popravka <popravich@users.noreply.github.com>
Date:   Wed Jun 21 10:47:36 2017 +0300

    Bump version: 0.3.1 → 0.3.2

commit 013ec541633a279d40e1a1da86306504231e21f1
Author: Alexey Popravka <popravich@users.noreply.github.com>
Date:   Wed Jun 21 10:47:22 2017 +0300

    update CHANGES

commit b2cfb7bcd0862320ec99ead85541874ae0f8bf1a
Author: Alexey Popravka <popravich@users.noreply.github.com>
Date:   Wed Jun 21 10:28:19 2017 +0300

    fix timeout passing in pool

commit 201451d6210f35e6521e7df7c52051dbacfa94f1
Author: Pau Freixes <pfreixes@gmail.com>
Date:   Wed Jun 21 08:46:50 2017 +0200

    * #231 Patch for the cpython issue with Lock

    * Make Lock compatible with 3.3 and 3.4

    * Changed test to make it compatible with python 3.3 version

    * Flake8 issue

    * Increase coverage by reducing scope, test just the bugfix for 3.6

    * One unique version of Lock.acquire function

    * Use create_future provided by aioredis

commit 2ca2f08d96a6c53a8d103113a64ef4768d1ef967
Author: argaen <manu.mirandad@gmail.com>
Date:   Thu Jun 8 20:40:44 2017 +0200

    Create only one task for closing

commit e7a0063eb0ec54508c479845c4628fd108306aca
Author: argaen <manu.mirandad@gmail.com>
Date:   Mon Jun 5 16:26:22 2017 +0200

    close_waiter is lazily created

commit e38be7203a7338e5b672505d27b8e1394adeebcd
Author: Pau Freixes <pau.freixes@skyscanner.net>
Date:   Thu May 11 22:07:33 2017 +0200

    Removed print

commit f77a06b5381c2e31429f06755f421c1de44334e5
Author: Pau Freixes <pau.freixes@skyscanner.net>
Date:   Thu May 11 17:07:55 2017 +0200

    Some small MR issues fixed

commit eaede3d0a2e5897f2728ceb9c7bf8b1d694688d2
Author: Pau Freixes <pau.freixes@skyscanner.net>
Date:   Wed May 10 16:40:24 2017 +0200

    Support for connection timeout param

    Related to #184, it allows aioredis to configure a limited
    time that will be used trying to open a connection, if it is
    reached a `asyncio.TimeoutError` will be raised

    By default any timeout is configured.

commit 6b13dd10fd207a74f4e3d8a9f433490fe64b239f
Author: Alexey Popravka <alexey.popravka@horsedevel.com>
Date:   Mon Mar 6 10:36:37 2017 +0200

    tiny styling fix

commit 864a390edfb33c33fc64e62968de9f92bdf2a33b
Author: marijngiesen <marijn@studio-donder.nl>
Date:   Fri Mar 3 10:25:20 2017 +0100

    Fixed flake8 errors

commit b36a17a6223b7630e1cae0010c1f3f34d9132e76
Author: marijngiesen <marijn@studio-donder.nl>
Date:   Fri Mar 3 01:38:42 2017 +0100

    Fixed typo

commit d93e25d738b38dd708773d90558ea6e8e6ce5bdf
Author: marijngiesen <marijn@studio-donder.nl>
Date:   Fri Mar 3 01:36:37 2017 +0100

    Added ZREVRANGEBYLEX command

commit bab6a0bea6299f3693723a9005d975cd3ed48622
Author: Alexey Popravka <popravich@users.noreply.github.com>
Date:   Tue May 9 22:15:29 2017 +0300

    update spelling wordlist

commit e2bae24845a7d26bbaee40eee70286c354199e75
Author: Alexey Popravka <popravich@users.noreply.github.com>
Date:   Tue May 9 22:11:40 2017 +0300

    Bump version: 0.3.0 → 0.3.1

commit 1c4327c235242c48b867b16db34a7c0240843ff8
Author: Alexey Popravka <popravich@users.noreply.github.com>
Date:   Tue May 9 22:11:35 2017 +0300

    update changes

commit 3b779a81c779fe92da12cf29b158406dc3c20570
Author: Alexey Popravka <alexey.popravka@horsedevel.com>
Date:   Mon Mar 27 10:42:04 2017 +0300

    fix pubsub Receiver missing iter() method (fixes #203)",2c973269474c7613d04aaff4dc018fe53cfeba1e,,"api.github.com,git_clone",[u'(unknown)'],False,[],"[{u'raw': u'#184', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'184', u'']}, {u'raw': u'#203', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'203', u'']}, {u'raw': u'#231', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'231', u'']}]","[u'@gmail', u'@horsedevel', u'@skyscanner', u'@studio', u'@users']",[],2017-06-21
429,commit_messages,,aio-libs,aioredis,popravich,2017-06-21 09:24:47,update CHANGES and CONTRIBUTORS,8e1b430f0b560353d0ca4e0704b182a0fd0c940c,,"api.github.com,git_clone",[u'(unknown)'],False,[],[],[],[],2017-06-21
431,commit_messages,,aio-libs,aioredis,popravich,2017-06-21 09:46:01,move v0.2 changes to HISTORY.rst; update CONTRIBUTORS,8e5efcf2eca1b1c691c37bdcd46a1aca70204ae7,,"api.github.com,git_clone",[u'(unknown)'],False,[],[],[],[],2017-06-21
548,commit_messages,,aio-libs,aioredis,popravich,2017-06-21 08:23:08,.pyup.yml: change default branch,b9eace59b503898f55d5704d91611bedbd6984ec,,"api.github.com,git_clone",[u'(unknown)'],False,[],[],[],[],2017-06-21
1266,pull_request_commit,250.0,aio-libs,aioredis,pyup-bot,2017-06-21 09:28:44,Update sphinx from 1.5.6 to 1.6.2,4662cd99d37185397bc57810dfe6d4ba44a20dab,,api.github.com,,False,[],[],[],[],2017-06-21
1267,pull_request_commit,251.0,aio-libs,aioredis,pyup-bot,2017-06-21 09:31:03,Update pytest-xdist from 1.16.0 to 1.17.1,635527092d05f18cbf12a014852c5d45e12f9ebb,,api.github.com,,False,[],[],[],[],2017-06-21
1268,pull_request_commit,252.0,aio-libs,aioredis,pyup-bot,2017-06-21 09:31:11,Update pytest from 3.1.0 to 3.1.2,9bf35eb53bec441780a0773afbf67d02a812c901,,api.github.com,,False,[],[],[],[],2017-06-21
