,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
36,commit_messages,,pycqa,astroid,PCManticore,2015-12-16 14:06:07,Modify the AppVeyor badge link.,052169e003267ed2b9324018a0fa72198490f747,,"api.github.com,git_clone","[u'[""README.rst""]']",False,[],[],[],[],2015-12-16
39,commit_messages,,pycqa,astroid,laura.medioni@logilab.fr,2015-12-16 10:18:22,"Add information about parent module to the elements defined in this module

solves issue #265",058a287405390f9c7562c9eb2b3a7c8fc589e7a1,,"api.github.com,git_clone","[u'[""astroid/tests/unittest_brain.py"", ""astroid/__init__.py""]']",False,[],"[{u'raw': u'#265', u'refstyle': u'#d', u'parts': [u'pycqa', u'astroid', u'265', u'']}]",[],[],2015-12-16
78,commit_messages,,pycqa,astroid,PCManticore,2015-12-15 15:22:22,"Add a test for is_standard_module with datetime.

This is an interesting example, since datetime, on pypy,
is under lib_pypy, rather than the usual Lib directory.",0b17691a885059f9936c98c0048931daee7ef558,,"api.github.com,git_clone","[u'[""astroid/tests/unittest_modutils.py""]']",False,[],[],[],[],2015-12-15
152,commit_messages,,pycqa,astroid,PCManticore,2015-12-18 19:08:50,"The slots() method conflates all the slots from the ancestors into a list of current and parent slots.

We're doing this because this is the right semantics of slots,
they get inherited, as long as each parent defines a __slots__
entry.",152087df64cf0ce60dd518f7afbd62e68ac41e80,,"api.github.com,git_clone","[u'[""astroid/scoped_nodes.py"", ""astroid/tests/unittest_scoped_nodes.py"", ""ChangeLog""]']",False,[],[],[],[],2015-12-18
179,commit_messages,,pycqa,astroid,PCManticore,2015-12-21 11:54:22,"Merge pull request #298 from PyCQA/fix_modutils

Add /usr/lib and /usr/lib64 to the list of stdlib paths",196fd3458e32f0d4ba38a34b9ec8cf786cd50f12,,"api.github.com,git_clone","[u'[""astroid/modutils.py""]']",False,[],"[{u'raw': u'#298', u'refstyle': u'#d', u'parts': [u'pycqa', u'astroid', u'298', u'']}]",[],[],2015-12-21
246,commit_messages,,pycqa,astroid,arusahni,2015-12-10 11:37:34,"Port hgignore to gitignore.

For future iterations, we should switch to using pre-canned ignore lists
from https://gitignore.io.",21e06cccd59415a1bdf90a70e24b3fe0977ea743,,"api.github.com,git_clone","[u'["".hgignore"", "".gitignore""]']",False,[],[],[],[],2015-12-10
340,commit_messages,,pycqa,astroid,PCManticore,2015-12-11 11:05:31,"Enable the warnings in tests through a context manager

Previously, we were enabling blindly all the warnings in
tests files through `warnings.simplefilter`, which had the side effect
of not taking into account the values of the -W flag. This meant
that warnings which should have been silenced, weren't, leading to
a huge output when running the tests with Python 3.5.",2cebc765290c7f2f082bd20ac6fdeaac8b3dcf47,,"api.github.com,git_clone","[u'[""astroid/tests/unittest_nodes.py"", ""astroid/test_utils.py"", ""astroid/tests/unittest_scoped_nodes.py"", ""astroid/tests/unittest_inference.py""]']",False,[],[],[],[],2015-12-11
359,commit_messages,,pycqa,astroid,PCManticore,2015-12-16 14:08:58,Try to create the cache directory before using it.,2f50f2dfb10f9c127f3f2d20d5c5a500fee89685,,"api.github.com,git_clone","[u'[""appveyor.yml""]']",False,[],[],[],[],2015-12-16
439,commit_messages,,pycqa,astroid,PCManticore,2015-12-11 12:19:12,"Make _get_file_from_object more robust by verifying explicitly the extension

This should fix a crash on PyPy, which occurred because
_get_file_from_object was  returning files with .pyc extension, without
stripping the 'c' from it.",386a880632679c320bc57a3a0b5d4d548d92408b,,"api.github.com,git_clone","[u'[""astroid/tests/unittest_manager.py""]']",False,[],[],[],[],2015-12-11
445,commit_messages,,pycqa,astroid,PCManticore,2015-12-11 12:05:20,"Merge pull request #285 from PyCQA/The-Compiler-patch-1

Delete .hgtags",38b736ca9da3fc6a7580fa79209b841794c84891,,"api.github.com,git_clone","[u'["".hgtags""]']",False,[],"[{u'raw': u'#285', u'refstyle': u'#d', u'parts': [u'pycqa', u'astroid', u'285', u'']}]",[],[],2015-12-11
450,commit_messages,,pycqa,astroid,PCManticore,2015-12-11 07:14:43,"Include a travis.yml file for configuring Travis builds

This patch also brings a couple of small changes to the
setup.py file, in order to make it work installing from
another directory.",3950486e27c67e1dc318446134cca44cc9724dc6,,"api.github.com,git_clone","[u'["".travis.yml"", ""setup.py"", ""tox.ini""]']",False,[],[],[],[],2015-12-11
460,commit_messages,,pycqa,astroid,PCManticore,2015-12-21 16:10:18,"Add a new possible property-descriptor, lazy.

Since we don't understand descriptors at all, we're relying
on a list of possible property-descriptors, that is, decorators
which transforms a method into its value, the exact process that
a property does. While this is a bad approach, it works, at least
until we can provide support for this high level of understanding.
Closes #279",3a5d8d83c57ef15fae6a5cfc0a2769097090eb32,,"api.github.com,git_clone","[u'[""astroid/tests/unittest_nodes.py"", ""astroid/bases.py""]']",False,[],"[{u'raw': u'#279', u'refstyle': u'#d', u'parts': [u'pycqa', u'astroid', u'279', u'']}]",[],[],2015-12-21
