,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
313,commit_messages,,pycqa,astroid,PCManticore,2016-01-15 12:13:33,"Merge pull request #303 from mbdevpl/pkg_resources_fix

added 3 pkg_resources functions to brain",28e1fa07e0511234f18c34193cea6a6444e30659,,"api.github.com,git_clone","[u'[""astroid/brain/brain_stdlib.py""]']",False,[],"[{u'raw': u'#303', u'refstyle': u'#d', u'parts': [u'pycqa', u'astroid', u'303', u'']}]",[],[],2016-01-15
326,commit_messages,,pycqa,astroid,ceridwen,2016-01-15 17:54:33,Propagate error information to @raise_if_nothing_inferred in unpack_infer(),2a68684744693e6fa3ed2064ac6a31e30377ac42,,"api.github.com,git_clone","[u'[""astroid/node_classes.py""]']",False,[],[],[u'@raise_if_nothing_inferred'],[],2016-01-15
603,commit_messages,,pycqa,astroid,dbaum,2016-01-14 17:14:39,"Fix unpack_infer to fail if results are empty

This should prevent a StopIteration leaking when next is called
over unpack_infer.",4986a15c87d1cb2c62dd019795d7a13fef319ed3,,"api.github.com,git_clone","[u'[""astroid/tests/unittest_utils.py"", ""astroid/node_classes.py"", ""ChangeLog""]']",False,[],[],[],[],2016-01-14
1519,commit_messages,,pycqa,astroid,PCManticore,2016-01-14 21:11:24,Support accessing properties using super().,b660d0c88a7e72049ee1299b0bcef84345626d0d,,"api.github.com,git_clone","[u'[""astroid/objects.py"", ""astroid/tests/unittest_objects.py"", ""ChangeLog""]']",False,[],[],[],[],2016-01-14
1650,commit_messages,,pycqa,astroid,mbdevpl,2016-01-14 10:47:11,"added 3 pkg_resources functions to brain

[Those 3 are] methods of WorkingSet objects [that] are also available
as module- level functions in pkg_resources that apply to the default
working_set instance. Thus, you can use e.g. pkg_resources.require()
as an abbreviation for pkg_resources.working_set.require()

above taken from:
https://pythonhosted.org/setuptools/pkg_resources.html#basic-workingset-methods

this fixes https://github.com/PyCQA/pylint/issues/780

Signed-off-by: Mateusz Bysiek <mb@mbdev.pl>",c639f03b302dda84825061ba35a68e2037f4c951,,"api.github.com,git_clone","[u'[""astroid/brain/brain_stdlib.py""]']",False,"[u'https://github.com/PyCQA/pylint/issues/780', u'https://pythonhosted.org/setuptools/pkg_resources.html#basic-workingset-methods']","[{u'raw': u'https://github.com/PyCQA/pylint/issues/780', u'refstyle': u'url', u'parts': [u'PyCQA', u'pylint', u'780', u'']}]",[u'@mbdev'],[],2016-01-14
2113,pull_request_commit,303.0,pycqa,astroid,mbdevpl,2016-01-14 10:47:11,"added 3 pkg_resources functions to brain

[Those 3 are] methods of WorkingSet objects [that] are also available
as module- level functions in pkg_resources that apply to the default
working_set instance. Thus, you can use e.g. pkg_resources.require()
as an abbreviation for pkg_resources.working_set.require()

above taken from:
https://pythonhosted.org/setuptools/pkg_resources.html#basic-workingset-methods

this fixes https://github.com/PyCQA/pylint/issues/780

Signed-off-by: Mateusz Bysiek <mb@mbdev.pl>",c639f03b302dda84825061ba35a68e2037f4c951,,api.github.com,,False,"[u'https://github.com/PyCQA/pylint/issues/780', u'https://pythonhosted.org/setuptools/pkg_resources.html#basic-workingset-methods']","[{u'raw': u'https://github.com/PyCQA/pylint/issues/780', u'refstyle': u'url', u'parts': [u'PyCQA', u'pylint', u'780', u'']}]",[u'@mbdev'],[],2016-01-14
2114,pull_request_commit,305.0,pycqa,astroid,dbaum,2016-01-14 17:14:39,fix unpack_infer() to fail if results are empty,0786e08e9d7b7e5022a9f41cdfac0263301d2754,,api.github.com,,False,[],[],[],[],2016-01-14
2115,pull_request_commit,305.0,pycqa,astroid,dbaum,2016-01-14 17:18:35,added a blank line,dd5e3f71e8502005416a970930f4bb66fce17c1b,,api.github.com,,False,[],[],[],[],2016-01-14
2116,pull_request_commit,305.0,pycqa,astroid,dbaum,2016-01-14 23:31:09,Merge remote-tracking branch 'upstream/master',3567d7da03d7b9e4bfbc59c7d047b99c3b4ebf3e,,api.github.com,,False,[],[],[],[],2016-01-14
2117,pull_request_commit,308.0,pycqa,astroid,dbaum,2016-01-15 19:57:43,Fix metaclass infinite loop when a class is its own metaclass.,9f5de2f1dc6f4e57b67222663c95d5d184155547,,api.github.com,,False,[],[],[],[],2016-01-15
2382,pull_request_commit,373.0,pycqa,astroid,PCManticore,2016-01-14 21:11:24,Support accessing properties using super().,da683ae017cc5e29a16f63b670272821afdf3b29,,api.github.com,,False,[],[],[],[],2016-01-14
2383,pull_request_commit,373.0,pycqa,astroid,mbdevpl,2016-01-14 10:47:11,"added 3 pkg_resources functions to brain

[Those 3 are] methods of WorkingSet objects [that] are also available
as module- level functions in pkg_resources that apply to the default
working_set instance. Thus, you can use e.g. pkg_resources.require()
as an abbreviation for pkg_resources.working_set.require()

above taken from:
https://pythonhosted.org/setuptools/pkg_resources.html#basic-workingset-methods

this fixes https://github.com/PyCQA/pylint/issues/780

Signed-off-by: Mateusz Bysiek <mb@mbdev.pl>",547117638d99bf3cbc8a2e070ac139a0b6422158,,api.github.com,,False,"[u'https://github.com/PyCQA/pylint/issues/780', u'https://pythonhosted.org/setuptools/pkg_resources.html#basic-workingset-methods']","[{u'raw': u'https://github.com/PyCQA/pylint/issues/780', u'refstyle': u'url', u'parts': [u'PyCQA', u'pylint', u'780', u'']}]",[u'@mbdev'],[],2016-01-14
2384,pull_request_commit,373.0,pycqa,astroid,dbaum,2016-01-14 17:14:39,"Fix unpack_infer to fail if results are empty

This should prevent a StopIteration leaking when next is called
over unpack_infer.",d4f0e00eab3ad48e85ed40c7bb553dec949075a9,,api.github.com,,False,[],[],[],[],2016-01-14
2385,pull_request_commit,373.0,pycqa,astroid,PCManticore,2016-01-15 13:28:49,"raise_if_nothing_inferred is in bases, not in decorators.",8d035f7e3eb3834a48545998101da903dd833568,,api.github.com,,False,[],[],[],[],2016-01-15
2386,pull_request_commit,373.0,pycqa,astroid,PCManticore,2016-01-15 17:01:24,Prepare 1.4.4 release.,33f7812ddda513315ec7c3e0ae3200ab3b0d6551,,api.github.com,,False,[],[],[],[],2016-01-15
2387,pull_request_commit,373.0,pycqa,astroid,PCManticore,2016-01-15 17:04:40,Fix pylint warnings.,942577fc5b5c44bc53937a9131a4e9ec476590d4,,api.github.com,,False,[],[],[],[],2016-01-15
