,rectype,issueid,project_owner,project_name,actor,time,text,action,title,provenance,paths,plus_1,urls,issues,userref,code,formatted_time
442,commit_messages,,pycqa,astroid,PCManticore,2016-12-30 13:04:14,Add support for inferring unary binary op for classes,388e16ba6569d542a5460161695817554ef618a5,,"api.github.com,git_clone","[u'[""astroid/inference.py"", ""astroid/tests/unittest_inference.py""]']",False,[],[],[],[],2016-12-30
1001,commit_messages,,pycqa,astroid,PCManticore,2016-12-30 14:56:50,Fix the discrepancies between master and 2.0 code,7b5a3bfb99d7a4554f64e3529daaf3275052cf74,,"api.github.com,git_clone","[u'[""astroid/inference.py"", ""astroid/interpreter/dunder_lookup.py""]']",False,[],[],[],[],2016-12-30
1039,commit_messages,,pycqa,astroid,rogalski,2016-12-31 09:07:00,Add a __reversed__ method to the OrderedDict stub,7ec66f514de82b7a0b941dfb012403e92ee6e419,,"api.github.com,git_clone","[u'[""astroid/brain/brain_collections.py""]']",False,[],[],[],[],2016-12-31
1234,commit_messages,,pycqa,astroid,PCManticore,2016-12-30 13:57:15,Add support for binary operations between classes.,950739b820902f9dc33160d0aad23fffdd8d5441,,"api.github.com,git_clone","[u'[""astroid/protocols.py"", ""astroid/inference.py"", ""astroid/tests/unittest_inference.py""]']",False,[],[],[],[],2016-12-30
1566,commit_messages,,pycqa,astroid,david@dropbox.com,2017-01-04 04:54:36,"Implement __getitem__ inference for classes (using the metaclass)

Essentially implement the getitem method in ClassDef which returns the correct value.

Fixes #348",bca2422a1001a9459982c3fbc19e39302fd76ef8,,"api.github.com,git_clone","[u'[""astroid/scoped_nodes.py"", ""astroid/tests/unittest_inference.py"", ""ChangeLog""]']",False,[],"[{u'raw': u'#348', u'refstyle': u'#d', u'parts': [u'pycqa', u'astroid', u'348', u'']}]",[],[],2017-01-04
1628,commit_messages,,pycqa,astroid,PCManticore,2016-12-30 13:42:50,Add a new mechanism for retrieving the special methods.,c3a6e1f8eb0fdf8c236d26de70d7a18e453d1df1,,"api.github.com,git_clone","[u'[""astroid/inference.py"", ""astroid/interpreter/dunder_lookup.py"", ""astroid/tests/unittest_inference.py""]']",False,[],[],[],[],2016-12-30
1972,commit_messages,,pycqa,astroid,rogalski,2016-12-30 16:18:19,Improve inference of OrderedDict (#381),ef05be71134054abaa3aa68e4c7ea67d701e5c13,,"api.github.com,git_clone","[u'[""astroid/brain/brain_collections.py""]']",False,[],"[{u'raw': u'#381', u'refstyle': u'#d', u'parts': [u'pycqa', u'astroid', u'381', u'']}]",[],[],2016-12-30
2408,pull_request_commit,382.0,pycqa,astroid,rogalski,2016-12-29 19:47:55,infer results of open() and file() calls,67f992c74e95d5c1e0930497ce519f577374c5f3,,api.github.com,,False,[],[],[],[],2016-12-29
2409,pull_request_commit,382.0,pycqa,astroid,rogalski,2016-12-29 20:39:08,fix module name in py3 case,ba9dff896aea967125da66d9b52e51fa978a9bd0,,api.github.com,,False,[],[],[],[],2016-12-29
2410,pull_request_commit,382.0,pycqa,astroid,rogalski,2016-12-30 21:13:32,"correct py3 inference, added usage of builtin objects instead of stubs, add context manager stubs",0432a6315e647e38ade645ccbdf68ac2c4871ffc,,api.github.com,,False,[],[],[],[],2016-12-30
2411,pull_request_commit,382.0,pycqa,astroid,rogalski,2016-12-30 23:03:29,open: infer only built-in calls,98fe5c8dd2ef305bb728cb4ce91bfc8fd21ff088,,api.github.com,,False,[],[],[],[],2016-12-30
2412,pull_request_commit,382.0,pycqa,astroid,rogalski,2016-12-30 23:22:46,Merge branch 'last_correct_branch' into infer-open-calls,24180efab9bcb3f593bc5f9888f153b4d9dcc8df,,api.github.com,,False,[],[],[],[],2016-12-30
2413,pull_request_commit,382.0,pycqa,astroid,rogalski,2017-01-01 17:50:17,minor changes based on Claudiu review (part1),97d8fde555baf76105460155fdfeb0913a7c303d,,api.github.com,,False,[],[],[],[],2017-01-01
2414,pull_request_commit,383.0,pycqa,astroid,rogalski,2016-12-30 17:34:40,"Revert ""Improve inference of OrderedDict (#381)""

This reverts commit ef05be71134054abaa3aa68e4c7ea67d701e5c13.",8e1fb76b5f89b2029b7f8f9b460bba9fe6369454,,api.github.com,,False,[],"[{u'raw': u'#381', u'refstyle': u'#d', u'parts': [u'pycqa', u'astroid', u'381', u'']}]",[],[],2016-12-30
2415,pull_request_commit,383.0,pycqa,astroid,rogalski,2016-12-30 23:33:38,Fix regression by adding a under method,01ff77350863355d7bd05da84a7b7fa91d775ece,,api.github.com,,False,[],[],[],[],2016-12-30
2416,pull_request_commit,384.0,pycqa,astroid,degustaf,2017-01-01 08:03:42,Make ClassDefs support keyword arguments.,cd6e1d65273c0cf43c394ce169b9cfff6ff5a35f,,api.github.com,,False,[],[],[],[],2017-01-01
2417,pull_request_commit,385.0,pycqa,astroid,david@dropbox.com,2017-01-04 04:54:36,"Implement __getitem__ inference for classes (using the metaclass)

Essentially implement the getitem method in ClassDef which returns the correct value.

Fixes #348",8465159364fb994e3828d8db6473f458e18372a2,,api.github.com,,False,[],"[{u'raw': u'#348', u'refstyle': u'#d', u'parts': [u'pycqa', u'astroid', u'348', u'']}]",[],[],2017-01-04
